file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_texts_glossed.eaf,115,240357,242176,bʰugək̕ɾɛ gaɖa menaa,bʰugək̕-ɾɛ gaɖa mena-a,cave-LOC river exist-FIN,There is a river in the cave.
synthetic_bangla_glossed.eaf,116,242176,244817,oŋko d̪ɔ beɽ aɾ alad͡ʒʰala ɲɛla,oŋko d̪ɔ beɽ aɾ alad͡ʒʰala ɲɛl-a,3PL.ANIM TOP span and distress see-FIN,They will see the span and the distress.
synthetic_texts_glossed.eaf,117,244817,246612,ɟɔlaɾɛ alagd͡ʒəɽi menaa,ɟɔla-ɾɛ alagd͡ʒəɽi mena-a,lake-LOC parasitic.plant exist-FIN,There is a parasitic plant in the lake.
synthetic_new_glossed.eaf,118,246612,248544,am d̪ɔ t̪o̯͡a ɲuakada,am d̪ɔ t̪o̯͡a ɲu-akad-a,2SG TOP milk drink-PRF-FIN,You have drunk the milk.
synthetic_bangla_glossed.eaf,119,248544,250655,apɛ d̪ɔ gʰuɽi ɘkʰɾiɲa,apɛ d̪ɔ gʰuɽi ɘkʰɾiɲ-a,2PL TOP watch sell-FIN,You all will sell the watch.
synthetic_paradigm_glossed.eaf,120,250655,252626,oŋkoaʔ bʰəgiə̯ɾi d̪ɔ mɔ̃ɟa,oŋko-aʔ bʰəgiə̯ɾi d̪ɔ mɔ̃ɟ-a,3PL-GEN partner TOP good-FIN,Their partner is good.
synthetic_see_paradigm.eaf,121,252626,253800,oŋkoko hiɟuʔɛd̪a,oŋko-ko hiɟuʔ-ɛ-d̪a,3PL.ANIM-3PL.ANIM come-PROG-FIN,They are coming.
synthetic_see_paradigm.eaf,122,253800,256203,uni d̪ɔ kat̪ʰa bai̯ ɔlɔʔa,uni d̪ɔ kat̪ʰa ba-i̯ ɔlɔʔ-a,3SG.ANIM TOP word NEG-3SG.ANIM write-FIN,He/she does not write the word.
synthetic_bangla_glossed.eaf,123,256203,258076,iɲ d̪ɔ kat̪ʰa ɔlɔʔa,iɲ d̪ɔ kat̪ʰa ɔlɔʔ-a,1SG TOP word write-FIN,I will write the word.
synthetic_see_paradigm.eaf,124,258076,260445,apɛ d̪ɔ bʰul bapɛ ɲɛla,apɛ d̪ɔ bʰul ba-pɛ ɲɛl-a,2PL TOP blunder NEG-2PL see-FIN,You all do not see the blunder.
synthetic_dialogues_glossed.eaf,125,260445,263987,uni d̪ɔ kat̪ʰa ɔlɔʔa mɛnkʰan pɘɾsi bai̯ ɔlɔʔa,uni d̪ɔ kat̪ʰa ɔlɔʔ-a mɛnkʰan pɘɾsi ba-i̯ ɔlɔʔ-a,3SG.ANIM TOP word write-FIN but language NEG-3SG.ANIM write-FIN,"He/she will write the word, but does not write the language."
synthetic_dialogues_glossed.eaf,126,263987,267321,iɲ d̪ɔ pɘɾsi ɾɔɽa mɛnkʰan kat̪ʰa bɘɲ ɾɔɽa,iɲ d̪ɔ pɘɾsi ɾɔɽ-a mɛnkʰan kat̪ʰa bɘ-ɲ ɾɔɽ-a,1SG TOP language speak-FIN but word NEG-1SG speak-FIN,"I will speak the language, but do not speak the word."
synthetic_new_glossed_3.eaf,127,267321,269787,mit̪ʔ haku d̪ɔ ɔɽaʔɾɛ menaa,mit̪ʔ haku d̪ɔ ɔɽaʔ-ɾɛ mena-a,one fish TOP house-LOC exist-FIN,One fish is in the house.
synthetic_paradigm_glossed.eaf,128,269787,271798,iɲaʔ gid̪ɾɘ d̪ɔ ɾɘskɘa,iɲ-aʔ gid̪ɾɘ d̪ɔ ɾɘskɘ-a,1SG-GEN child TOP happy-FIN,My child is happy.
synthetic_dialogues_glossed.eaf,129,271798,275392,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲa mɛnkʰan gʰuɽi balɛ kiɾiɲa,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲ-a mɛnkʰan gʰuɽi ba-lɛ kiɾiɲ-a,1PL.EXCL TOP mobile.phone buy-FIN but watch NEG-1PL.EXCL buy-FIN,"We will buy the mobile phone, but do not buy the watch."
synthetic_dialogues_glossed.eaf,130,275392,278910,uni d̪ɔ ɾan ɲama mɛnkʰan ɟɔmaʔ bai̯ ɲama,uni d̪ɔ ɾan ɲam-a mɛnkʰan ɟɔmaʔ ba-i̯ ɲam-a,3SG.ANIM TOP medicine get-FIN but food NEG-3SG.ANIM get-FIN,"He/she will get the medicine, but does not get the food."
synthetic_imperatives_glossed.eaf,131,278910,280892,d̪a.ja kat̪ɛ ɲɛlɛɾasa ɟɔmmɛ,d̪a.ja kat̪ɛ ɲɛlɛɾasa ɟɔm-mɛ,please Manner honey eat-IMP.2SG.POL,Please eat the honey.
synthetic_texts_glossed.eaf,132,280892,282425,aɖe ʈolaɾɛ ɟiŋgi menaa,aɖe ʈola-ɾɛ ɟiŋgi mena-a,vicinity-LOC life exist-FIN,There is a life in the vicinity.
synthetic_texts_glossed.eaf,133,282425,283977,sɔhɔɽɾɛ ae̯ menaa,sɔhɔɽ-ɾɛ ae̯ mena-a,town-LOC measure exist-FIN,There is a measure in the town.
synthetic_bangla_glossed.eaf,134,283977,285912,am d̪ɔ ʈaka ɲama,am d̪ɔ ʈaka ɲam-a,2SG TOP money get-FIN,You will get the money.
synthetic_texts_glossed.eaf,135,285912,287626,bilətɾɛ kuɲ menaa,bilət-ɾɛ kuɲ mena-a,england-LOC well exist-FIN,There is a well in the england.
synthetic_new_glossed.eaf,136,287626,289751,uni d̪ɔ haku ɘkʰɾiɲakada,uni d̪ɔ haku ɘkʰɾiɲ-akad-a,3SG.ANIM TOP fish sell-PRF-FIN,He/she has sold the fish.
synthetic_dialogues_glossed.eaf,137,289751,293178,uni d̪ɔ bʰəti ɲɛla mɛnkʰan aɽaŋ bai̯ ɲɛla,uni d̪ɔ bʰəti ɲɛl-a mɛnkʰan aɽaŋ ba-i̯ ɲɛl-a,3SG.ANIM TOP kernel.of.half see-FIN but voice NEG-3SG.ANIM see-FIN,"He/she will see the kernel of half-ripe fruits, but does not see the voice."
synthetic_texts_glossed.eaf,138,293178,294719,gaɖaɾɛ bʰagwa menaa,gaɖa-ɾɛ bʰagwa mena-a,river-LOC attire exist-FIN,There is an attire in the river.
synthetic_see_paradigm.eaf,139,294719,297010,uni d̪ɔ baba bai̯ gɔɽɔa,uni d̪ɔ baba ba-i̯ gɔɽɔ-a,3SG.ANIM TOP father NEG-3SG.ANIM help-FIN,He/she does not help the father.
synthetic_bangla_glossed.eaf,140,297010,299178,iɲ d̪ɔ ɲɛlɛɾasa ɟɔma,iɲ d̪ɔ ɲɛlɛɾasa ɟɔm-a,1SG TOP honey eat-FIN,I will eat the honey.
synthetic_texts_glossed.eaf,141,299178,300737,akʰɾoʈ d̪ɔ sibila,akʰɾoʈ d̪ɔ sibil-a,walnut TOP tasty-FIN,The walnut is tasty.
synthetic_texts_glossed.eaf,142,300737,302571,aɖe ʈolaɾɛ d̪aʔ menaa,aɖe ʈola-ɾɛ d̪aʔ mena-a,vicinity-LOC water exist-FIN,There is a water in the vicinity.
synthetic_new_glossed.eaf,143,302571,304628,iɲ d̪ɔ kat̪ʰa paɽha͡o̯akada,iɲ d̪ɔ kat̪ʰa paɽha͡o̯-akad-a,1SG TOP word study-PRF-FIN,I have studied the word.
synthetic_paradigm_glossed.eaf,144,304628,306463,amɛm kat̪ʰa ɔlɔʔkeda,am-ɛm kat̪ʰa ɔlɔʔ-ked-a,2SG-2SG word write-PST-FIN,You wrote the word.
synthetic_bangla_glossed.eaf,145,306463,308389,am d̪ɔ pɘɾsi ɔlɔʔa,am d̪ɔ pɘɾsi ɔlɔʔ-a,2SG TOP language write-FIN,You will write the language.
synthetic_new_glossed_3.eaf,146,308389,310819,mit̪ʔ ɲɛlɛɾasa d̪ɔ iskulɾɛ menaa,mit̪ʔ ɲɛlɛɾasa d̪ɔ iskul-ɾɛ mena-a,one honey TOP school-LOC exist-FIN,One honey is in the school.
synthetic_new_glossed_3.eaf,147,310819,313306,mit̪ʔʈɛn baɾet d̪ɔ kuɲɾɛ menaa,mit̪ʔ-ʈɛn baɾet d̪ɔ kuɲ-ɾɛ mena-a,one-CLF.HUM brother TOP well-LOC exist-FIN,One brother is in the well.
synthetic_see_paradigm.eaf,148,313306,315862,uni d̪ɔ pɘɾsi bai̯ ɾɔɽa,uni d̪ɔ pɘɾsi ba-i̯ ɾɔɽ-a,3SG.ANIM TOP language NEG-3SG.ANIM speak-FIN,He/she does not speak the language.
synthetic_bangla_glossed.eaf,149,315862,318481,am d̪ɔ bʰagat aɾ bihet̕ ɲɛla,am d̪ɔ bʰagat aɾ bihet̕ ɲɛl-a,2SG TOP vegetarian and cattle.call see-FIN,You will see the vegetarian and the cattle call.
synthetic_texts_glossed.eaf,150,318481,320213,ɟɔlaɾɛ pɔɾɔb menaa,ɟɔla-ɾɛ pɔɾɔb mena-a,lake-LOC festival exist-FIN,There is a festival in the lake.
synthetic_see_paradigm.eaf,151,320213,321588,alɛlɛ d̪uɽup̚ʔɛd̪a,alɛ-lɛ d̪uɽup̚ʔ-ɛ-d̪a,1PL.EXCL-1PL.EXCL sit-PROG-FIN,We are sitting.
synthetic_new_glossed.eaf,152,321588,323655,apɛ d̪ɔ pɘɾsi ɾɔɽakada,apɛ d̪ɔ pɘɾsi ɾɔɽ-akad-a,2PL TOP language speak-PRF-FIN,You all have spoken the language.
synthetic_texts_glossed.eaf,153,323655,325350,basɾɛ əɽis menaa,bas-ɾɛ əɽis mena-a,dwelling.place-LOC annoyance exist-FIN,There is an annoyance in the dwelling place.
synthetic_bangla_glossed.eaf,154,325350,327959,alɛ d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲua,alɛ d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲu-a,1PL.EXCL TOP milk and water drink-FIN,We will drink the milk and the water.
synthetic_dialogues_glossed.eaf,155,327959,329887,nit̪ʔ cɛʔɛm ceka ja,nit̪ʔ cɛ-ʔ-ɛm cek-a ja,now what-NFIN-2SG.SUBJ do-FIN Q,What will you do now?
synthetic_see_paradigm.eaf,156,329887,332196,uni d̪ɔ kat̪ʰa bai̯ paɽha͡o̯a,uni d̪ɔ kat̪ʰa ba-i̯ paɽha͡o̯-a,3SG.ANIM TOP word NEG-3SG.ANIM study-FIN,He/she does not study the word.
synthetic_see_paradigm.eaf,157,332196,334524,oŋko d̪ɔ ɾan bako kiɾiɲa,oŋko d̪ɔ ɾan ba-ko kiɾiɲ-a,3PL.ANIM TOP medicine NEG-3PL.ANIM buy-FIN,They do not buy the medicine.
synthetic_texts_glossed.eaf,158,334524,336260,sɔhɔɽɾɛ a menaa,sɔhɔɽ-ɾɛ a- mena-a,town-LOC causative.inflection exist-FIN,There is a causative inflection in the town.
synthetic_new_glossed.eaf,159,336260,338245,iɲ d̪ɔ kat̪ʰa ɔlɔʔakada,iɲ d̪ɔ kat̪ʰa ɔlɔʔ-akad-a,1SG TOP word write-PRF-FIN,I have written the word.
synthetic_new_glossed.eaf,160,338245,340400,am d̪ɔ haku kiɾiɲakada,am d̪ɔ haku kiɾiɲ-akad-a,2SG TOP fish buy-PRF-FIN,You have bought the fish.
synthetic_texts_glossed.eaf,161,340400,341942,basaɾɛ bemblaha menaa,basa-ɾɛ bemblaha mena-a,residence-LOC fool exist-FIN,There is a fool in the residence.
synthetic_texts_glossed.eaf,162,341942,343760,ɔɽaʔɾɛ ɖak̚t̪aɾ menaa,ɔɽaʔ-ɾɛ ɖak̚t̪aɾ mena-a,house-LOC doctor exist-FIN,There is a doctor in the house.
synthetic_see_paradigm.eaf,163,343760,346079,iɲ d̪ɔ pʰɔʈɔ bɘɲ ɲama,iɲ d̪ɔ pʰɔʈɔ bɘ-ɲ ɲam-a,1SG TOP photo NEG-1SG get-FIN,I do not get the photo.
synthetic_texts_glossed.eaf,164,346079,347655,ananas d̪ɔ mɔ̃ɟa,ananas d̪ɔ mɔ̃ɟ-a,pineapple TOP good-FIN,The pineapple is good.
synthetic_texts_glossed.eaf,165,347655,349169,ɔɽaʔɾɛ ən sunduk menaa,ɔɽaʔ-ɾɛ ən sunduk mena-a,house-LOC ark.of.the exist-FIN,There is an ark of the covenant in the house.
synthetic_imperatives_glossed.eaf,166,349169,351373,d̪a.ja kat̪ɛ sikʰnɘt̪ paɽha͡o̯mɛ,d̪a.ja kat̪ɛ sikʰnɘt̪ paɽha͡o̯-mɛ,please Manner lesson study-IMP.2SG.POL,Please study the lesson.
synthetic_bangla_glossed.eaf,167,351373,354160,oŋko d̪ɔ ɲɛlɛɾasa aɾ basaŋ ɟɔma,oŋko d̪ɔ ɲɛlɛɾasa aɾ basaŋ ɟɔm-a,3PL.ANIM TOP honey and cooked.food eat-FIN,They will eat the honey and the cooked food.
synthetic_school_dialogue_glossed.eaf,168,354160,356901,sɛt̪aʔɾɛ uni əɾsi ɲɛlkat̪ɛ gaɖaɾɛ kɘmia,sɛt̪aʔ-ɾɛ uni əɾsi ɲɛl-kat̪ɛ gaɖa-ɾɛ kɘmi-a,morning-LOC 3SG.ANIM mirror see-CVB river-LOC work-FIN,"In the morning, he/she see the mirror and then work in the river."
synthetic_school_dialogue_glossed.eaf,169,356901,359647,hɔlaɾɛ alɛ ɲɛlɛɾasa ɟɔmkat̪ɛ sɔhɔɽɾɛ calaʔa,hɔla-ɾɛ alɛ ɲɛlɛɾasa ɟɔm-kat̪ɛ sɔhɔɽ-ɾɛ calaʔ-a,yesterday-LOC 1PL.EXCL honey eat-CVB town-LOC go-FIN,"Yesterday, we eat the honey and then go to the town."
synthetic_paradigm_glossed.eaf,170,359647,361456,oŋkoko kat̪ʰa ɾɔɽkeda,oŋko-ko kat̪ʰa ɾɔɽ-ked-a,3PL.ANIM-3PL.ANIM word speak-PST-FIN,They spoke the word.
synthetic_dialogues_glossed.eaf,171,361456,364814,iɲ d̪ɔ ɟɔmaʔ kiɾiɲa mɛnkʰan mɔbaĭl pʰon bɘɲ kiɾiɲa,iɲ d̪ɔ ɟɔmaʔ kiɾiɲ-a mɛnkʰan mɔbaĭl pʰon bɘ-ɲ kiɾiɲ-a,1SG TOP food buy-FIN but mobile.phone NEG-1SG buy-FIN,"I will buy the food, but do not buy the mobile phone."
synthetic_new_glossed.eaf,172,364814,366967,uni d̪ɔ d̪aʔ ɲuakada,uni d̪ɔ d̪aʔ ɲu-akad-a,3SG.ANIM TOP water drink-PRF-FIN,He/she has drunk the water.
synthetic_bangla_glossed.eaf,173,366967,369684,alɛ d̪ɔ haku aɾ gʰuɽi kiɾiɲa,alɛ d̪ɔ haku aɾ gʰuɽi kiɾiɲ-a,1PL.EXCL TOP fish and watch buy-FIN,We will buy the fish and the watch.
synthetic_paradigm_glossed.eaf,174,369684,371261,apɛpɛ mɔbaĭl pʰon kiɾiɲkeda,apɛ-pɛ mɔbaĭl pʰon kiɾiɲ-ked-a,2PL-2PL mobile.phone buy-PST-FIN,You all bought the mobile phone.
synthetic_texts_glossed.eaf,175,371261,372938,bəu̯ɾi d̪ɔ ɟɘɾuɽa,bəu̯ɾi d̪ɔ ɟɘɾuɽ-a,aborigines TOP important-FIN,The aborigines is important.
synthetic_bangla_glossed.eaf,176,372938,375716,am d̪ɔ ɟɔmaʔ aɾ ɾan kiɾiɲa,am d̪ɔ ɟɔmaʔ aɾ ɾan kiɾiɲ-a,2SG TOP food and medicine buy-FIN,You will buy the food and the medicine.
synthetic_texts_glossed.eaf,177,375716,377336,iskulɾɛ gid̪ɾɘ menaa,iskul-ɾɛ gid̪ɾɘ mena-a,school-LOC child exist-FIN,There is a child in the school.
synthetic_dialogues_glossed.eaf,178,377336,380838,iɲ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa mɛnkʰan gʰuɽi bɘɲ ɘkʰɾiɲa,iɲ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲ-a mɛnkʰan gʰuɽi bɘ-ɲ ɘkʰɾiɲ-a,1SG TOP mobile.phone sell-FIN but watch NEG-1SG sell-FIN,"I will sell the mobile phone, but do not sell the watch."
synthetic_texts_glossed.eaf,179,380838,382517,sɔhɔɽɾɛ ək menaa,sɔhɔɽ-ɾɛ ək mena-a,town-LOC sugarcane exist-FIN,There is a sugarcane in the town.
synthetic_bangla_glossed.eaf,180,382517,384592,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯a,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯-a,1PL.EXCL TOP lesson study-FIN,We will study the lesson.
synthetic_see_paradigm.eaf,181,384592,386881,am d̪ɔ ɖak̚t̪aɾ bam gɔɽɔa,am d̪ɔ ɖak̚t̪aɾ ba-m gɔɽɔ-a,2SG TOP doctor NEG-2SG help-FIN,You do not help the doctor.
synthetic_paradigm_glossed.eaf,182,386881,388455,iɲiɲ ɟɔmaʔ kiɾiɲkeda,iɲ-iɲ ɟɔmaʔ kiɾiɲ-ked-a,1SG-1SG food buy-PST-FIN,I bought the food.
synthetic_see_paradigm.eaf,183,388455,390814,apɛ d̪ɔ haku bapɛ ɘkʰɾiɲa,apɛ d̪ɔ haku ba-pɛ ɘkʰɾiɲ-a,2PL TOP fish NEG-2PL sell-FIN,You all do not sell the fish.
synthetic_new_glossed_3.eaf,184,390814,393263,mit̪ʔʈɛn bidesiə̯ d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ-ʈɛn bidesiə̯ d̪ɔ sɔhɔɽ-ɾɛ mena-a,one-CLF.HUM foreigner TOP town-LOC exist-FIN,One foreigner is in the town.
synthetic_school_dialogue_glossed.eaf,185,393263,396078,sɛt̪aʔɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ at̪oɾɛ hiɟuʔa,sɛt̪aʔ-ɾɛ alɛ pɘɾsi paɽha͡o̯-kat̪ɛ at̪o-ɾɛ hiɟuʔ-a,morning-LOC 1PL.EXCL language study-CVB village-LOC come-FIN,"In the morning, we study the language and then come to the village."
synthetic_see_paradigm.eaf,186,396078,398442,alɛ d̪ɔ t̪o̯͡a balɛ ɲua,alɛ d̪ɔ t̪o̯͡a ba-lɛ ɲu-a,1PL.EXCL TOP milk NEG-1PL.EXCL drink-FIN,We do not drink the milk.
synthetic_school_dialogue_glossed.eaf,187,398442,401351,t̪eheɲɾɛ oŋko haku ɟɔmkat̪ɛ at̪oɾɛ gat̪ea,t̪eheɲ-ɾɛ oŋko haku ɟɔm-kat̪ɛ at̪o-ɾɛ gat̪e-a,today-LOC 3PL.ANIM fish eat-CVB village-LOC play-FIN,"Today, they eat the fish and then play in the village."
synthetic_dialogues_glossed.eaf,188,401351,402710,cɛt̪ʔlɛka meniɲa,cɛt̪ʔ-lɛka men-iɲ-a,how-like be.NFIN-1SG-FIN,How am I?
synthetic_bangla_glossed.eaf,189,402710,405490,oŋko d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲua,oŋko d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲu-a,3PL.ANIM TOP milk and water drink-FIN,They will drink the milk and the water.
synthetic_paradigm_glossed.eaf,190,405490,407544,oŋkoaʔ bɔ͡i̯ha d̪ɔ lɘʈua,oŋko-aʔ bɔ͡i̯ha d̪ɔ lɘʈu-a,3PL-GEN brother TOP small-FIN,Their brother is small.
synthetic_texts_glossed.eaf,191,407544,409267,bəlʈi d̪ɔ nɔwaa,bəlʈi d̪ɔ nɔwa-a,bucket TOP new-FIN,The bucket is new.
synthetic_texts_glossed.eaf,192,409267,410983,bilətɾɛ bʰəgiə̯ɾi menaa,bilət-ɾɛ bʰəgiə̯ɾi mena-a,england-LOC partner exist-FIN,There is a partner in the england.
synthetic_imperatives_glossed.eaf,193,410983,412884,d̪a.ja kat̪ɛ ɔɽaʔɾɛ d̪uɽup̚ʔmɛ,d̪a.ja kat̪ɛ ɔɽaʔ-ɾɛ d̪uɽup̚ʔ-mɛ,please Manner house-LOC sit-IMP.2SG.POL,Please sit in the house.
synthetic_bangla_glossed.eaf,194,412884,415662,apɛ d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲua,apɛ d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲu-a,2PL TOP milk and water drink-FIN,You all will drink the milk and the water.
synthetic_texts_glossed.eaf,195,415662,417502,ao̯tanɾɛ bʰəluə̯ menaa,ao̯tan-ɾɛ bʰəluə̯ mena-a,covert-LOC sand.martin exist-FIN,There is a sand martin in the covert.
synthetic_new_glossed.eaf,196,417502,419536,am d̪ɔ ɾan kiɾiɲakada,am d̪ɔ ɾan kiɾiɲ-akad-a,2SG TOP medicine buy-PRF-FIN,You have bought the medicine.
synthetic_texts_glossed.eaf,197,419536,421180,aɖe paseɾɛ bəndʰi menaa,aɖe pase-ɾɛ bəndʰi mena-a,neighbourhood-LOC hitch exist-FIN,There is a hitch in the neighbourhood.
synthetic_imperatives_glossed.eaf,198,421180,423385,d̪a.ja kat̪ɛ ɟɔmaʔ ɟɔmmɛ,d̪a.ja kat̪ɛ ɟɔmaʔ ɟɔm-mɛ,please Manner food eat-IMP.2SG.POL,Please eat the food.
synthetic_see_paradigm.eaf,199,423385,424621,amɛm kiɾiɲɛd̪a,am-ɛm kiɾiɲ-ɛ-d̪a,2SG-2SG buy-PROG-FIN,You is buying.
synthetic_paradigm_glossed.eaf,200,424621,426617,apɛaʔ gaɖa d̪ɔ nɔwaa,apɛ-aʔ gaɖa d̪ɔ nɔwa-a,2PL-GEN river TOP new-FIN,Your river is new.
synthetic_texts_glossed.eaf,201,426617,428355,bedin d̪ɔ ɟɘɾuɽa,bedin d̪ɔ ɟɘɾuɽ-a,heathen TOP important-FIN,The heathen is important.
synthetic_see_paradigm.eaf,202,428355,429650,apɛpɛ ɾɔɽɛd̪a,apɛ-pɛ ɾɔɽ-ɛ-d̪a,2PL-2PL speak-PROG-FIN,You all are speaking.
synthetic_dialogues_glossed.eaf,203,429650,431769,kaʈa d̪ɔ ɔkaɾɛ menaa,kaʈa d̪ɔ ɔka-ɾɛ mena-a,foot TOP where-LOC exist-FIN,Where is the foot?
synthetic_paradigm_glossed.eaf,204,431769,433648,oŋkoaʔ suk̚ɾi d̪ɔ mɔ̃ɟa,oŋko-aʔ suk̚ɾi d̪ɔ mɔ̃ɟ-a,3PL-GEN pig TOP good-FIN,Their pig is good.
synthetic_imperatives_glossed.eaf,205,433648,435673,d̪a.ja kat̪ɛ pɘɾsi ɔlɔʔmɛ,d̪a.ja kat̪ɛ pɘɾsi ɔlɔʔ-mɛ,please Manner language write-IMP.2SG.POL,Please write the language.
synthetic_imperatives_glossed.eaf,206,435673,437757,d̪a.ja kat̪ɛ ɟɔlaɾɛ calaʔmɛ,d̪a.ja kat̪ɛ ɟɔla-ɾɛ calaʔ-mɛ,please Manner lake-LOC go-IMP.2SG.POL,Please go to the lake.
synthetic_school_dialogue_glossed.eaf,207,437757,440577,hɔlaɾɛ am aɾak̕ kudɾum ɲɛlkat̪ɛ gaɖaɾɛ gat̪ea,hɔla-ɾɛ am aɾak̕ kudɾum ɲɛl-kat̪ɛ gaɖa-ɾɛ gat̪e-a,yesterday-LOC 2SG sorel see-CVB river-LOC play-FIN,"Yesterday, you see the sorel and then play in the river."
synthetic_school_dialogue_glossed.eaf,208,440577,443225,ɔkt̪ɛɾɛ alɛ sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ calaʔa,ɔkt̪ɛ-ɾɛ alɛ sikʰnɘt̪ paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a,time-LOC 1PL.EXCL lesson study-CVB house-LOC go-FIN,"At that time, we study the lesson and then go to the house."
synthetic_texts_glossed.eaf,209,443225,444885,bag d̪ɔ sapʰaa,bag d̪ɔ sapʰa-a,bridle TOP clean-FIN,The bridle is clean.
synthetic_texts_glossed.eaf,210,444885,446433,basɾɛ aheɾ menaa,bas-ɾɛ aheɾ mena-a,dwelling.place-LOC prey exist-FIN,There is a prey in the dwelling place.
synthetic_bangla_glossed.eaf,211,446433,448530,oŋko d̪ɔ baba gɔɽɔa,oŋko d̪ɔ baba gɔɽɔ-a,3PL.ANIM TOP father help-FIN,They will help the father.
synthetic_new_glossed.eaf,212,448530,450494,uni d̪ɔ ɟɔmaʔ ɘkʰɾiɲakada,uni d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-akad-a,3SG.ANIM TOP food sell-PRF-FIN,He/she has sold the food.
synthetic_new_glossed_3.eaf,213,450494,453007,mit̪ʔʈɛn bidesiə̯ d̪ɔ gaɖaɾɛ menaa,mit̪ʔ-ʈɛn bidesiə̯ d̪ɔ gaɖa-ɾɛ mena-a,one-CLF.HUM foreigner TOP river-LOC exist-FIN,One foreigner is in the river.
synthetic_see_paradigm.eaf,214,453007,455503,oŋko d̪ɔ baba bako gɔɽɔa,oŋko d̪ɔ baba ba-ko gɔɽɔ-a,3PL.ANIM TOP father NEG-3PL.ANIM help-FIN,They do not help the father.
synthetic_texts_glossed.eaf,215,455503,457117,begaɾ d̪ɔ mɔ̃ɟa,begaɾ d̪ɔ mɔ̃ɟ-a,forced.labour TOP good-FIN,The forced labour is good.
synthetic_texts_glossed.eaf,216,457117,458682,at̪oɾɛ bidesiə̯ menaa,at̪o-ɾɛ bidesiə̯ mena-a,village-LOC foreigner exist-FIN,There is a foreigner in the village.
synthetic_new_glossed.eaf,217,458682,460740,oŋko d̪ɔ pɘɾsi ɾɔɽakada,oŋko d̪ɔ pɘɾsi ɾɔɽ-akad-a,3PL.ANIM TOP language speak-PRF-FIN,They have spoken the language.
synthetic_new_glossed.eaf,218,460740,462722,alɛ d̪ɔ pɘɾsi paɽha͡o̯akada,alɛ d̪ɔ pɘɾsi paɽha͡o̯-akad-a,1PL.EXCL TOP language study-PRF-FIN,We have studied the language.
synthetic_bangla_glossed.eaf,219,462722,464785,am d̪ɔ bʰəʈʰi ɲɛla,am d̪ɔ bʰəʈʰi ɲɛl-a,2SG TOP boiler see-FIN,You will see the boiler.
synthetic_school_dialogue_glossed.eaf,220,464785,467684,t̪eheɲɾɛ am basaŋ ɟɔmkat̪ɛ at̪oɾɛ kɘmia,t̪eheɲ-ɾɛ am basaŋ ɟɔm-kat̪ɛ at̪o-ɾɛ kɘmi-a,today-LOC 2SG cooked.food eat-CVB village-LOC work-FIN,"Today, you eat the cooked food and then work in the village."
synthetic_see_paradigm.eaf,221,467684,469986,oŋko d̪ɔ gɔgɔ bako gɔɽɔa,oŋko d̪ɔ gɔgɔ ba-ko gɔɽɔ-a,3PL.ANIM TOP mother NEG-3PL.ANIM help-FIN,They do not help the mother.
synthetic_see_paradigm.eaf,222,469986,472355,am d̪ɔ bʰao̯ bam ɲɛla,am d̪ɔ bʰao̯ ba-m ɲɛl-a,2SG TOP price NEG-2SG see-FIN,You do not see the price.
synthetic_school_dialogue_glossed.eaf,223,472355,474947,hɔlaɾɛ iɲ d̪aʔ ɲukat̪ɛ sɔhɔɽɾɛ calaʔa,hɔla-ɾɛ iɲ d̪aʔ ɲu-kat̪ɛ sɔhɔɽ-ɾɛ calaʔ-a,yesterday-LOC 1SG water drink-CVB town-LOC go-FIN,"Yesterday, I drink the water and then go to the town."
synthetic_texts_glossed.eaf,224,474947,476725,bɔ͡i̯ha d̪ɔ ɾɘskɘa,bɔ͡i̯ha d̪ɔ ɾɘskɘ-a,brother TOP happy-FIN,The brother is happy.
synthetic_school_dialogue_glossed.eaf,225,476725,479533,sɛt̪aʔɾɛ uni d̪aʔ ɲukat̪ɛ ɟɔlaɾɛ calaʔa,sɛt̪aʔ-ɾɛ uni d̪aʔ ɲu-kat̪ɛ ɟɔla-ɾɛ calaʔ-a,morning-LOC 3SG.ANIM water drink-CVB lake-LOC go-FIN,"In the morning, he/she drink the water and then go to the lake."
