file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_see_paradigm.eaf,72,147857,150355,[SYN.72] আমি মা সাহায্য করব না।,I do not help the mother.,iɲ d̪ɔ gɔgɔ bɘɲ gɔɽɔa.,iɲ d̪ɔ gɔgɔ bɘ-ɲ gɔɽɔ-a.,iɲ | d̪ɔ | gɔgɔ | bɘ-ɲ | gɔɽɔ-a,1SG | TOP | mother | NEG-1SG | help-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_bangla_glossed.eaf,73,150355,152235,[SYN.73] তারা কথা পড়বে।,They will study the word.,oŋko d̪ɔ kat̪ʰa paɽha͡o̯a.,oŋko d̪ɔ kat̪ʰa paɽha͡o̯-a.,oŋko | d̪ɔ | kat̪ʰa | paɽha͡o̯-a,3PL.ANIM | TOP | word | study-FIN,
synthetic_new_glossed_3.eaf,74,152235,154649,[SYN.74] একটি খাবার শহরে আছে।,One food is in the town.,mit̪ʔ ɟɔmaʔ d̪ɔ sɔhɔɽɾɛ menaa.,mit̪ʔ ɟɔmaʔ d̪ɔ sɔhɔɽ-ɾɛ mena-a.,mit̪ʔ | ɟɔmaʔ | d̪ɔ | sɔhɔɽ-ɾɛ | mena-a,one | food | TOP | town-LOC | exist-FIN,
synthetic_bangla_glossed.eaf,75,154649,156750,[SYN.75] তারা নারী দেখবে।,They will see the woman.,oŋko d̪ɔ əi̯məi̯ ɲɛla.,oŋko d̪ɔ əi̯məi̯ ɲɛl-a.,oŋko | d̪ɔ | əi̯məi̯ | ɲɛl-a,3PL.ANIM | TOP | woman | see-FIN,
synthetic_see_paradigm.eaf,76,156750,158155,[SYN.76] তারা অপেক্ষা করছে।,They are waiting.,oŋkoko t̪ɘŋgiɛd̪a.,oŋko-ko t̪ɘŋgi-ɛ-d̪a.,oŋko-ko | t̪ɘŋgi-ɛ-d̪a,3PL.ANIM-3PL.ANIM | wait-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_see_paradigm.eaf,77,158155,159618,[SYN.77] সে আসছে।,He/she is coming.,unii̯ hiɟuʔɛd̪a.,uni-i̯ hiɟuʔ-ɛ-d̪a.,uni-i̯ | hiɟuʔ-ɛ-d̪a,3SG.ANIM-3SG.ANIM | come-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_new_glossed_3.eaf,78,159618,162118,[SYN.78] একটি ভাগ্নে হ্রদে আছে।,One nephew is in the lake.,mit̪ʔʈɛn bʰəgnə d̪ɔ ɟɔlaɾɛ menaa.,mit̪ʔ-ʈɛn bʰəgnə d̪ɔ ɟɔla-ɾɛ mena-a.,mit̪ʔ-ʈɛn | bʰəgnə | d̪ɔ | ɟɔla-ɾɛ | mena-a,one-CLF.HUM | nephew | TOP | lake-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,79,162118,164030,[SYN.79] আমাদের গৃহপালিত পশু ভালো।,Our domestic animal is good.,alɛaʔ ato posu d̪ɔ mɔ̃ɟa.,alɛ-aʔ ato posu d̪ɔ mɔ̃ɟ-a.,alɛ-aʔ | ato posu | d̪ɔ | mɔ̃ɟ-a,1PL.EXCL-GEN | domestic.animal | TOP | good-FIN,
synthetic_texts_glossed.eaf,80,164030,165558,[SYN.80] চল্লিশটি গুরুত্বপূর্ণ।,The forty is important.,baɾ isi d̪ɔ ɟɘɾuɽa.,baɾ isi d̪ɔ ɟɘɾuɽ-a.,baɾ isi | d̪ɔ | ɟɘɾuɽ-a,forty | TOP | important-FIN,
synthetic_see_paradigm.eaf,81,165558,168023,[SYN.81] আমরা খাবার কিনব না।,We do not buy the food.,alɛ d̪ɔ ɟɔmaʔ balɛ kiɾiɲa.,alɛ d̪ɔ ɟɔmaʔ ba-lɛ kiɾiɲ-a.,alɛ | d̪ɔ | ɟɔmaʔ | ba-lɛ | kiɾiɲ-a,1PL.EXCL | TOP | food | NEG-1PL.EXCL | buy-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_see_paradigm.eaf,82,168023,170492,[SYN.82] সে খাবার খাবে না।,He/she does not eat the food.,uni d̪ɔ ɟɔmaʔ bai̯ ɟɔma.,uni d̪ɔ ɟɔmaʔ ba-i̯ ɟɔm-a.,uni | d̪ɔ | ɟɔmaʔ | ba-i̯ | ɟɔm-a,3SG.ANIM | TOP | food | NEG-3SG.ANIM | eat-FIN,
synthetic_school_dialogue_glossed.eaf,83,170492,173161,[SYN.83] সকালে আমি পানি পান করে নদীতে কাজ করব।,"In the morning, I drink the water and then work in the river.",sɛt̪aʔɾɛ iɲ d̪aʔ ɲukat̪ɛ gaɖaɾɛ kɘmia.,sɛt̪aʔ-ɾɛ iɲ d̪aʔ ɲu-kat̪ɛ gaɖa-ɾɛ kɘmi-a.,sɛt̪aʔ-ɾɛ | iɲ | d̪aʔ | ɲu-kat̪ɛ | gaɖa-ɾɛ | kɘmi-a,morning-LOC | 1SG | water | drink-CVB | river-LOC | work-FIN,
synthetic_see_paradigm.eaf,84,173161,174627,[SYN.84] আমরা কিনছি।,We are buying.,alɛlɛ kiɾiɲɛd̪a.,alɛ-lɛ kiɾiɲ-ɛ-d̪a.,alɛ-lɛ | kiɾiɲ-ɛ-d̪a,1PL.EXCL-1PL.EXCL | buy-PROG-FIN,
synthetic_dialogues_glossed.eaf,85,174627,178000,"[SYN.85] আমরা কথা পড়ব, কিন্তু ভাষা পড়ব না।","We will study the word, but do not study the language.",alɛ d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan pɘɾsi balɛ paɽha͡o̯a.,alɛ d̪ɔ kat̪ʰa paɽha͡o̯-a mɛnkʰan pɘɾsi ba-lɛ paɽha͡o̯-a.,alɛ | d̪ɔ | kat̪ʰa | paɽha͡o̯-a | mɛnkʰan | pɘɾsi | ba-lɛ | paɽha͡o̯-a,1PL.EXCL | TOP | word | study-FIN | but | language | NEG-1PL.EXCL | study-FIN,
synthetic_school_dialogue_glossed.eaf,86,178000,180729,[SYN.86] গতকাল তোমরা কথা লিখে কুয়ায় খেলবে।,"Yesterday, you all write the word and then play in the well.",hɔlaɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ kuɲɾɛ gat̪ea.,hɔla-ɾɛ apɛ kat̪ʰa ɔlɔʔ-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,hɔla-ɾɛ | apɛ | kat̪ʰa | ɔlɔʔ-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,yesterday-LOC | 2PL | word | write-CVB | well-LOC | play-FIN,
synthetic_texts_glossed.eaf,87,180729,182514,[SYN.87] উদ্বেগটি পরিষ্কার।,The anxiety is clean.,bʰabna d̪ɔ sapʰaa.,bʰabna d̪ɔ sapʰa-a.,bʰabna | d̪ɔ | sapʰa-a,anxiety | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,88,182514,184384,[SYN.88] তারা খাবার বিক্রি করবে।,They will sell the food.,oŋko d̪ɔ ɟɔmaʔ ɘkʰɾiɲa.,oŋko d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-a.,oŋko | d̪ɔ | ɟɔmaʔ | ɘkʰɾiɲ-a,3PL.ANIM | TOP | food | sell-FIN,
synthetic_bangla_glossed.eaf,89,184384,186495,[SYN.89] তারা মানুষ সাহায্য করবে।,They will help the person.,oŋko d̪ɔ hɔɽ gɔɽɔa.,oŋko d̪ɔ hɔɽ gɔɽɔ-a.,oŋko | d̪ɔ | hɔɽ | gɔɽɔ-a,3PL.ANIM | TOP | person | help-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_new_glossed.eaf,90,186495,188693,[SYN.90] সে মাছ খেয়েছে।,He/she has eaten the fish.,uni d̪ɔ haku ɟɔmakada.,uni d̪ɔ haku ɟɔm-akad-a.,uni | d̪ɔ | haku | ɟɔm-akad-a,3SG.ANIM | TOP | fish | eat-PRF-FIN,
synthetic_dialogues_glossed.eaf,91,188693,192073,"[SYN.91] তারা ঘড়ি বিক্রি করবে, কিন্তু মোবাইল ফোন বিক্রি করবে না।","They will sell the watch, but do not sell the mobile phone.",oŋko d̪ɔ gʰuɽi ɘkʰɾiɲa mɛnkʰan mɔbaĭl pʰon bako ɘkʰɾiɲa.,oŋko d̪ɔ gʰuɽi ɘkʰɾiɲ-a mɛnkʰan mɔbaĭl pʰon ba-ko ɘkʰɾiɲ-a.,oŋko | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a | mɛnkʰan | mɔbaĭl pʰon | ba-ko | ɘkʰɾiɲ-a,3PL.ANIM | TOP | watch | sell-FIN | but | mobile.phone | NEG-3PL.ANIM | sell-FIN,
synthetic_paradigm_glossed.eaf,92,192073,193948,[SYN.92] আমাদের ডাক্তার ছোট।,Our doctor is small.,alɛaʔ ɖak̚t̪aɾ d̪ɔ lɘʈua.,alɛ-aʔ ɖak̚t̪aɾ d̪ɔ lɘʈu-a.,alɛ-aʔ | ɖak̚t̪aɾ | d̪ɔ | lɘʈu-a,1PL.EXCL-GEN | doctor | TOP | small-FIN,
synthetic_paradigm_glossed.eaf,93,193948,195578,[SYN.93] তোমরা মাছ বিক্রি করেছিলে।,You all sold the fish.,apɛpɛ haku ɘkʰɾiɲkeda.,apɛ-pɛ haku ɘkʰɾiɲ-ked-a.,apɛ-pɛ | haku | ɘkʰɾiɲ-ked-a,2PL-2PL | fish | sell-PST-FIN,
synthetic_new_glossed_3.eaf,94,195578,197931,[SYN.94] একটি টাকা নদীতে আছে।,One money is in the river.,mit̪ʔ ʈaka d̪ɔ gaɖaɾɛ menaa.,mit̪ʔ ʈaka d̪ɔ gaɖa-ɾɛ mena-a.,mit̪ʔ | ʈaka | d̪ɔ | gaɖa-ɾɛ | mena-a,one | money | TOP | river-LOC | exist-FIN,
synthetic_bangla_glossed.eaf,95,197931,199966,[SYN.95] আমরা ভাষা লিখব।,We will write the language.,alɛ d̪ɔ pɘɾsi ɔlɔʔa.,alɛ d̪ɔ pɘɾsi ɔlɔʔ-a.,alɛ | d̪ɔ | pɘɾsi | ɔlɔʔ-a,1PL.EXCL | TOP | language | write-FIN,
synthetic_bangla_glossed.eaf,96,199966,201973,[SYN.96] সে ডাক্তার সাহায্য করবে।,He/she will help the doctor.,uni d̪ɔ ɖak̚t̪aɾ gɔɽɔa.,uni d̪ɔ ɖak̚t̪aɾ gɔɽɔ-a.,uni | d̪ɔ | ɖak̚t̪aɾ | gɔɽɔ-a,3SG.ANIM | TOP | doctor | help-FIN,
synthetic_texts_glossed.eaf,97,201973,203538,[SYN.97] শুকরটি আনন্দের।,The pig is happy.,suk̚ɾi d̪ɔ ɾɘskɘa.,suk̚ɾi d̪ɔ ɾɘskɘ-a.,suk̚ɾi | d̪ɔ | ɾɘskɘ-a,pig | TOP | happy-FIN,
synthetic_bangla_glossed.eaf,98,203538,205643,[SYN.98] সে ছবি পাবে।,He/she will get the photo.,uni d̪ɔ pʰɔʈɔ ɲama.,uni d̪ɔ pʰɔʈɔ ɲam-a.,uni | d̪ɔ | pʰɔʈɔ | ɲam-a,3SG.ANIM | TOP | photo | get-FIN,
synthetic_new_glossed_3.eaf,99,205643,207938,[SYN.99] একটি জেলে শহরে আছে।,One fisherman is in the town.,mit̪ʔʈɛn ɟɘliɘ d̪ɔ sɔhɔɽɾɛ menaa.,mit̪ʔ-ʈɛn ɟɘliɘ d̪ɔ sɔhɔɽ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | ɟɘliɘ | d̪ɔ | sɔhɔɽ-ɾɛ | mena-a,one-CLF.HUM | fisherman | TOP | town-LOC | exist-FIN,
synthetic_school_dialogue_glossed.eaf,100,207938,210816,[SYN.100] সকালে আমি কথা লিখে কুয়ায় আসব।,"In the morning, I write the word and then come to the well.",sɛt̪aʔɾɛ iɲ kat̪ʰa ɔlɔʔkat̪ɛ kuɲɾɛ hiɟuʔa.,sɛt̪aʔ-ɾɛ iɲ kat̪ʰa ɔlɔʔ-kat̪ɛ kuɲ-ɾɛ hiɟuʔ-a.,sɛt̪aʔ-ɾɛ | iɲ | kat̪ʰa | ɔlɔʔ-kat̪ɛ | kuɲ-ɾɛ | hiɟuʔ-a,morning-LOC | 1SG | word | write-CVB | well-LOC | come-FIN,
synthetic_see_paradigm.eaf,101,210816,212039,[SYN.101] আমি যাচ্ছি।,I am going.,iɲiɲ calaʔɛd̪a.,iɲ-iɲ calaʔ-ɛ-d̪a.,iɲ-iɲ | calaʔ-ɛ-d̪a,1SG-1SG | go-PROG-FIN,
synthetic_paradigm_glossed.eaf,102,212039,213933,[SYN.102] আমার উৎসব নতুন।,My festival is new.,iɲaʔ pɔɾɔb d̪ɔ nɔwaa.,iɲ-aʔ pɔɾɔb d̪ɔ nɔwa-a.,iɲ-aʔ | pɔɾɔb | d̪ɔ | nɔwa-a,1SG-GEN | festival | TOP | new-FIN,
synthetic_bangla_glossed.eaf,103,213933,216742,[SYN.103] সে পছন্দ ও ছাগলের বিষ্ঠা দেখবে।,He/she will see the choice and the goat's dropping.,uni d̪ɔ əpɾug aɾ bʰelə̃uɳɖi ɲɛla.,uni d̪ɔ əpɾug aɾ bʰelə̃uɳɖi ɲɛl-a.,uni | d̪ɔ | əpɾug | aɾ | bʰelə̃uɳɖi | ɲɛl-a,3SG.ANIM | TOP | choice | and | goat.s.dropping | see-FIN,
synthetic_imperatives_glossed.eaf,104,216742,218716,[SYN.104] দয়া করে স্কুলে অপেক্ষা করো।,Please wait in the school.,d̪a.ja kat̪ɛ iskulɾɛ t̪ɘŋgimɛ.,d̪a.ja kat̪ɛ iskul-ɾɛ t̪ɘŋgi-mɛ.,d̪a.ja | kat̪ɛ | iskul-ɾɛ | t̪ɘŋgi-mɛ,please | Manner | school-LOC | wait-IMP.2SG.POL,
synthetic_school_dialogue_glossed.eaf,105,218716,221441,[SYN.105] সেই সময় তুমি ভাষা পড়ে নদীতে যাবে।,"At that time, you study the language and then go to the river.",ɔkt̪ɛɾɛ am pɘɾsi paɽha͡o̯kat̪ɛ gaɖaɾɛ calaʔa.,ɔkt̪ɛ-ɾɛ am pɘɾsi paɽha͡o̯-kat̪ɛ gaɖa-ɾɛ calaʔ-a.,ɔkt̪ɛ-ɾɛ | am | pɘɾsi | paɽha͡o̯-kat̪ɛ | gaɖa-ɾɛ | calaʔ-a,time-LOC | 2SG | language | study-CVB | river-LOC | go-FIN,
synthetic_texts_glossed.eaf,106,221441,223220,[SYN.106] বাসস্থানে একটি উৎসব আছে।,There is a festival in the residence.,basaɾɛ pɔɾɔb menaa.,basa-ɾɛ pɔɾɔb mena-a.,basa-ɾɛ | pɔɾɔb | mena-a,residence-LOC | festival | exist-FIN,
synthetic_bangla_glossed.eaf,107,223220,225331,[SYN.107] আমরা ভাষা বলব।,We will speak the language.,alɛ d̪ɔ pɘɾsi ɾɔɽa.,alɛ d̪ɔ pɘɾsi ɾɔɽ-a.,alɛ | d̪ɔ | pɘɾsi | ɾɔɽ-a,1PL.EXCL | TOP | language | speak-FIN,
synthetic_new_glossed.eaf,108,225331,227528,[SYN.108] আমি ঘড়ি বিক্রি করেছি।,I have sold the watch.,iɲ d̪ɔ gʰuɽi ɘkʰɾiɲakada.,iɲ d̪ɔ gʰuɽi ɘkʰɾiɲ-akad-a.,iɲ | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-akad-a,1SG | TOP | watch | sell-PRF-FIN,
synthetic_bangla_glossed.eaf,109,227528,229583,[SYN.109] সে মাছ কিনবে।,He/she will buy the fish.,uni d̪ɔ haku kiɾiɲa.,uni d̪ɔ haku kiɾiɲ-a.,uni | d̪ɔ | haku | kiɾiɲ-a,3SG.ANIM | TOP | fish | buy-FIN,
synthetic_school_dialogue_glossed.eaf,110,229583,232509,[SYN.110] আজ তুমি রান্না খেয়ে বাড়িতে কাজ করবে।,"Today, you eat the cooked food and then work in the house.",t̪eheɲɾɛ am basaŋ ɟɔmkat̪ɛ ɔɽaʔɾɛ kɘmia.,t̪eheɲ-ɾɛ am basaŋ ɟɔm-kat̪ɛ ɔɽaʔ-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | am | basaŋ | ɟɔm-kat̪ɛ | ɔɽaʔ-ɾɛ | kɘmi-a,today-LOC | 2SG | cooked.food | eat-CVB | house-LOC | work-FIN,
synthetic_texts_glossed.eaf,111,232509,234160,[SYN.111] বিদ্যুৎটি ভালো।,The lightning is good.,bid͡ʒli d̪ɔ mɔ̃ɟa.,bid͡ʒli d̪ɔ mɔ̃ɟ-a.,bid͡ʒli | d̪ɔ | mɔ̃ɟ-a,lightning | TOP | good-FIN,
synthetic_see_paradigm.eaf,112,234160,236624,[SYN.112] তোমরা কথা লিখবে না।,You all do not write the word.,apɛ d̪ɔ kat̪ʰa bapɛ ɔlɔʔa.,apɛ d̪ɔ kat̪ʰa ba-pɛ ɔlɔʔ-a.,apɛ | d̪ɔ | kat̪ʰa | ba-pɛ | ɔlɔʔ-a,2PL | TOP | word | NEG-2PL | write-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_texts_glossed.eaf,113,236624,238330,[SYN.113] ভণ্ডটি ছোট।,The pretender is small.,bʰiduk d̪ɔ lɘʈua.,bʰiduk d̪ɔ lɘʈu-a.,bʰiduk | d̪ɔ | lɘʈu-a,pretender | TOP | small-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_paradigm_glossed.eaf,114,238330,240122,[SYN.114] তোমরা ভাষা লিখেছিলে।,You all wrote the language.,apɛpɛ pɘɾsi ɔlɔʔkeda.,apɛ-pɛ pɘɾsi ɔlɔʔ-ked-a.,apɛ-pɛ | pɘɾsi | ɔlɔʔ-ked-a,2PL-2PL | language | write-PST-FIN,
synthetic_texts_glossed.eaf,115,240122,241731,[SYN.115] গুহাে একটি নদী আছে।,There is a river in the cave.,bʰugək̕ɾɛ gaɖa menaa.,bʰugək̕-ɾɛ gaɖa mena-a.,bʰugək̕-ɾɛ | gaɖa | mena-a,cave-LOC | river | exist-FIN,
synthetic_bangla_glossed.eaf,116,241731,244391,[SYN.116] তারা বিঘত ও কষ্ট দেখবে।,They will see the span and the distress.,oŋko d̪ɔ beɽ aɾ alad͡ʒʰala ɲɛla.,oŋko d̪ɔ beɽ aɾ alad͡ʒʰala ɲɛl-a.,oŋko | d̪ɔ | beɽ | aɾ | alad͡ʒʰala | ɲɛl-a,3PL.ANIM | TOP | span | and | distress | see-FIN,
synthetic_texts_glossed.eaf,117,244391,246019,[SYN.117] হ্রদে একটি পরজীবী উদ্ভিদ আছে।,There is a parasitic plant in the lake.,ɟɔlaɾɛ alagd͡ʒəɽi menaa.,ɟɔla-ɾɛ alagd͡ʒəɽi mena-a.,ɟɔla-ɾɛ | alagd͡ʒəɽi | mena-a,lake-LOC | parasitic.plant | exist-FIN,
synthetic_new_glossed.eaf,118,246019,247899,[SYN.118] তুমি দুধ পান করেছ।,You have drunk the milk.,am d̪ɔ t̪o̯͡a ɲuakada.,am d̪ɔ t̪o̯͡a ɲu-akad-a.,am | d̪ɔ | t̪o̯͡a | ɲu-akad-a,2SG | TOP | milk | drink-PRF-FIN,Synthetic PRF-FIN clause modeled on akad-a rows.
synthetic_bangla_glossed.eaf,119,247899,250057,[SYN.119] তোমরা ঘড়ি বিক্রি করবে।,You all will sell the watch.,apɛ d̪ɔ gʰuɽi ɘkʰɾiɲa.,apɛ d̪ɔ gʰuɽi ɘkʰɾiɲ-a.,apɛ | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a,2PL | TOP | watch | sell-FIN,
synthetic_paradigm_glossed.eaf,120,250057,252113,[SYN.120] তাদের অংশীদার ভালো।,Their partner is good.,oŋkoaʔ bʰəgiə̯ɾi d̪ɔ mɔ̃ɟa.,oŋko-aʔ bʰəgiə̯ɾi d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | bʰəgiə̯ɾi | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | partner | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_see_paradigm.eaf,121,252113,253316,[SYN.121] তারা আসছে।,They are coming.,oŋkoko hiɟuʔɛd̪a.,oŋko-ko hiɟuʔ-ɛ-d̪a.,oŋko-ko | hiɟuʔ-ɛ-d̪a,3PL.ANIM-3PL.ANIM | come-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_see_paradigm.eaf,122,253316,255682,[SYN.122] সে কথা লিখবে না।,He/she does not write the word.,uni d̪ɔ kat̪ʰa bai̯ ɔlɔʔa.,uni d̪ɔ kat̪ʰa ba-i̯ ɔlɔʔ-a.,uni | d̪ɔ | kat̪ʰa | ba-i̯ | ɔlɔʔ-a,3SG.ANIM | TOP | word | NEG-3SG.ANIM | write-FIN,
synthetic_bangla_glossed.eaf,123,255682,257709,[SYN.123] আমি কথা লিখব।,I will write the word.,iɲ d̪ɔ kat̪ʰa ɔlɔʔa.,iɲ d̪ɔ kat̪ʰa ɔlɔʔ-a.,iɲ | d̪ɔ | kat̪ʰa | ɔlɔʔ-a,1SG | TOP | word | write-FIN,
synthetic_see_paradigm.eaf,124,257709,260093,[SYN.124] তোমরা ভুল দেখবে না।,You all do not see the blunder.,apɛ d̪ɔ bʰul bapɛ ɲɛla.,apɛ d̪ɔ bʰul ba-pɛ ɲɛl-a.,apɛ | d̪ɔ | bʰul | ba-pɛ | ɲɛl-a,2PL | TOP | blunder | NEG-2PL | see-FIN,
synthetic_dialogues_glossed.eaf,125,260093,263429,"[SYN.125] সে কথা লিখবে, কিন্তু ভাষা লিখবে না।","He/she will write the word, but does not write the language.",uni d̪ɔ kat̪ʰa ɔlɔʔa mɛnkʰan pɘɾsi bai̯ ɔlɔʔa.,uni d̪ɔ kat̪ʰa ɔlɔʔ-a mɛnkʰan pɘɾsi ba-i̯ ɔlɔʔ-a.,uni | d̪ɔ | kat̪ʰa | ɔlɔʔ-a | mɛnkʰan | pɘɾsi | ba-i̯ | ɔlɔʔ-a,3SG.ANIM | TOP | word | write-FIN | but | language | NEG-3SG.ANIM | write-FIN,
synthetic_dialogues_glossed.eaf,126,263429,267048,"[SYN.126] আমি ভাষা বলব, কিন্তু কথা বলব না।","I will speak the language, but do not speak the word.",iɲ d̪ɔ pɘɾsi ɾɔɽa mɛnkʰan kat̪ʰa bɘɲ ɾɔɽa.,iɲ d̪ɔ pɘɾsi ɾɔɽ-a mɛnkʰan kat̪ʰa bɘ-ɲ ɾɔɽ-a.,iɲ | d̪ɔ | pɘɾsi | ɾɔɽ-a | mɛnkʰan | kat̪ʰa | bɘ-ɲ | ɾɔɽ-a,1SG | TOP | language | speak-FIN | but | word | NEG-1SG | speak-FIN,
synthetic_new_glossed_3.eaf,127,267048,269531,[SYN.127] একটি মাছ বাড়িতে আছে।,One fish is in the house.,mit̪ʔ haku d̪ɔ ɔɽaʔɾɛ menaa.,mit̪ʔ haku d̪ɔ ɔɽaʔ-ɾɛ mena-a.,mit̪ʔ | haku | d̪ɔ | ɔɽaʔ-ɾɛ | mena-a,one | fish | TOP | house-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,128,269531,271644,[SYN.128] আমার শিশু আনন্দের।,My child is happy.,iɲaʔ gid̪ɾɘ d̪ɔ ɾɘskɘa.,iɲ-aʔ gid̪ɾɘ d̪ɔ ɾɘskɘ-a.,iɲ-aʔ | gid̪ɾɘ | d̪ɔ | ɾɘskɘ-a,1SG-GEN | child | TOP | happy-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_dialogues_glossed.eaf,129,271644,275133,"[SYN.129] আমরা মোবাইল ফোন কিনব, কিন্তু ঘড়ি কিনব না।","We will buy the mobile phone, but do not buy the watch.",alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲa mɛnkʰan gʰuɽi balɛ kiɾiɲa.,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲ-a mɛnkʰan gʰuɽi ba-lɛ kiɾiɲ-a.,alɛ | d̪ɔ | mɔbaĭl pʰon | kiɾiɲ-a | mɛnkʰan | gʰuɽi | ba-lɛ | kiɾiɲ-a,1PL.EXCL | TOP | mobile.phone | buy-FIN | but | watch | NEG-1PL.EXCL | buy-FIN,
synthetic_dialogues_glossed.eaf,130,275133,278745,"[SYN.130] সে ঔষধ পাবে, কিন্তু খাবার পাবে না।","He/she will get the medicine, but does not get the food.",uni d̪ɔ ɾan ɲama mɛnkʰan ɟɔmaʔ bai̯ ɲama.,uni d̪ɔ ɾan ɲam-a mɛnkʰan ɟɔmaʔ ba-i̯ ɲam-a.,uni | d̪ɔ | ɾan | ɲam-a | mɛnkʰan | ɟɔmaʔ | ba-i̯ | ɲam-a,3SG.ANIM | TOP | medicine | get-FIN | but | food | NEG-3SG.ANIM | get-FIN,
synthetic_imperatives_glossed.eaf,131,278745,280817,[SYN.131] দয়া করে মধু খাও।,Please eat the honey.,d̪a.ja kat̪ɛ ɲɛlɛɾasa ɟɔmmɛ.,d̪a.ja kat̪ɛ ɲɛlɛɾasa ɟɔm-mɛ.,d̪a.ja | kat̪ɛ | ɲɛlɛɾasa | ɟɔm-mɛ,please | Manner | honey | eat-IMP.2SG.POL,
synthetic_texts_glossed.eaf,132,280817,282411,[SYN.132] নিকটবর্তী এলাকাে একটি জীবন আছে।,There is a life in the vicinity.,aɖe ʈolaɾɛ ɟiŋgi menaa.,aɖe ʈola-ɾɛ ɟiŋgi mena-a.,aɖe ʈola-ɾɛ | ɟiŋgi | mena-a,vicinity-LOC | life | exist-FIN,
synthetic_texts_glossed.eaf,133,282411,283962,[SYN.133] শহরে একটি পরিমাপ আছে।,There is a measure in the town.,sɔhɔɽɾɛ ae̯ menaa.,sɔhɔɽ-ɾɛ ae̯ mena-a.,sɔhɔɽ-ɾɛ | ae̯ | mena-a,town-LOC | measure | exist-FIN,
synthetic_bangla_glossed.eaf,134,283962,286070,[SYN.134] তুমি টাকা পাবে।,You will get the money.,am d̪ɔ ʈaka ɲama.,am d̪ɔ ʈaka ɲam-a.,am | d̪ɔ | ʈaka | ɲam-a,2SG | TOP | money | get-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_texts_glossed.eaf,135,286070,287696,[SYN.135] ইংল্যান্ডে একটি কুয়া আছে।,There is a well in the england.,bilətɾɛ kuɲ menaa.,bilət-ɾɛ kuɲ mena-a.,bilət-ɾɛ | kuɲ | mena-a,england-LOC | well | exist-FIN,
synthetic_new_glossed.eaf,136,287696,289827,[SYN.136] সে মাছ বিক্রি করেছে।,He/she has sold the fish.,uni d̪ɔ haku ɘkʰɾiɲakada.,uni d̪ɔ haku ɘkʰɾiɲ-akad-a.,uni | d̪ɔ | haku | ɘkʰɾiɲ-akad-a,3SG.ANIM | TOP | fish | sell-PRF-FIN,
synthetic_dialogues_glossed.eaf,137,289827,293455,"[SYN.137] সে আধপাকা ফলের বিচি দেখবে, কিন্তু কণ্ঠস্বর দেখবে না।","He/she will see the kernel of half-ripe fruits, but does not see the voice.",uni d̪ɔ bʰəti ɲɛla mɛnkʰan aɽaŋ bai̯ ɲɛla.,uni d̪ɔ bʰəti ɲɛl-a mɛnkʰan aɽaŋ ba-i̯ ɲɛl-a.,uni | d̪ɔ | bʰəti | ɲɛl-a | mɛnkʰan | aɽaŋ | ba-i̯ | ɲɛl-a,3SG.ANIM | TOP | kernel.of.half | see-FIN | but | voice | NEG-3SG.ANIM | see-FIN,Synthetic contrast with mɛnkʰan 'but' and NEG marking.
synthetic_texts_glossed.eaf,138,293455,295175,[SYN.138] নদীতে একটি পোশাক আছে।,There is an attire in the river.,gaɖaɾɛ bʰagwa menaa.,gaɖa-ɾɛ bʰagwa mena-a.,gaɖa-ɾɛ | bʰagwa | mena-a,river-LOC | attire | exist-FIN,
