bangla,english,santali
"তুমি মধু খাবে, কিন্তু খাবার খাবে না।","You will eat the honey, but do not eat the food.",am d̪ɔ ɲɛlɛɾasa ɟɔma mɛnkʰan ɟɔmaʔ bam ɟɔma.
গুহাে একটি শুকর আছে।,There is a pig in the cave.,bʰugək̕ɾɛ suk̚ɾi menaa.
জেলেটি ছোট।,The fisherman is small.,ɟɘliɘ d̪ɔ lɘʈua.
বাড়িতে একটি বালিয়া সারস পাখি আছে।,There is a sand martin in the house.,ɔɽaʔɾɛ bʰəluə̯ menaa.
আমার মানুষ আনন্দের।,My person is happy.,iɲaʔ hɔɽ d̪ɔ ɾɘskɘa.
তোমরা পাঠ পড়বে না।,You all do not study the lesson.,apɛ d̪ɔ sikʰnɘt̪ bapɛ paɽha͡o̯a.
আড়ালে একটি উৎসব আছে।,There is a festival in the covert.,ao̯tanɾɛ pɔɾɔb menaa.
দয়া করে স্কুলে আসো।,Please come to the school.,d̪a.ja kat̪ɛ iskulɾɛ hiɟuʔmɛ.
"আমি পানি পান করব, কিন্তু পানি পান করব না।","I will drink the water, but do not drink the water.",iɲ d̪ɔ d̪aʔ ɲua mɛnkʰan d̪aʔ bɘɲ ɲua.
সেই সময় আমি বাদ পড়া দেখে বাড়িতে আসব।,"At that time, I see the omission and then come to the house.",ɔkt̪ɛɾɛ iɲ bʰul t͡ʃuk ɲɛlkat̪ɛ ɔɽaʔɾɛ hiɟuʔa.
বাড়িতে একটি স্কুল আছে।,There is a school in the house.,ɔɽaʔɾɛ iskul menaa.
আমরা মানুষ সাহায্য করব।,We will help the person.,alɛ d̪ɔ hɔɽ gɔɽɔa.
ভাড়াটে কর্মীটি গুরুত্বপূর্ণ।,The hired worker is important.,bənkəɾ d̪ɔ ɟɘɾuɽa.
বন্ধকীটি নতুন।,The mortgage is new.,bəndki d̪ɔ nɔwaa.
হ্রদে একটি অভিশাপ আছে।,There is a curse in the lake.,ɟɔlaɾɛ əsis menaa.
ইংল্যান্ডে একটি নুন-তামাকের ফেরিওয়ালা আছে।,There is a pedlar of salt and tobacco in the england.,bilətɾɛ bə̃ɽiə̯̃ menaa.
বাজারটি ভালো।,The bazaar is good.,bad͡ʒaɾ d̪ɔ mɔ̃ɟa.
তোমরা টাকা পাবে না।,You all do not get the money.,apɛ d̪ɔ ʈaka bapɛ ɲama.
তোমরা পান করছ।,You all are drinking.,apɛpɛ ɲuɛd̪a.
পোশাকটি ভালো।,The attire is good.,bʰagwa d̪ɔ mɔ̃ɟa.
সেই সময় তুমি পাঠ পড়ে বাড়িতে যাবে।,"At that time, you study the lesson and then go to the house.",ɔkt̪ɛɾɛ am sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ calaʔa.
দয়া করে গ্রামে আসো।,Please come to the village.,d̪a.ja kat̪ɛ at̪oɾɛ hiɟuʔmɛ.
একটি খাবার গ্রামে আছে।,One food is in the village.,mit̪ʔ ɟɔmaʔ d̪ɔ at̪oɾɛ menaa.
ভেড়ার মাংসটি পরিষ্কার।,The mutton is clean.,bʰiɖi d͡ʒel d̪ɔ sapʰaa.
আমি দুধ ও পানি পান করব।,I will drink the milk and the water.,iɲ d̪ɔ t̪o̯͡a aɾ d̪aʔ ɲua.
শিশু কোথায় আছে?,Where is the child?,gid̪ɾɘ d̪ɔ ɔkaɾɛ menaa.
শহরে একটি মধু আছে।,There is a honey in the town.,sɔhɔɽɾɛ ɲɛlɛɾasa menaa.
সেই সময় আমি দুধ পান করে গ্রামে আসব।,"At that time, I drink the milk and then come to the village.",ɔkt̪ɛɾɛ iɲ t̪o̯͡a ɲukat̪ɛ at̪oɾɛ hiɟuʔa.
তুমি রান্না খাবে।,You will eat the cooked food.,am d̪ɔ basaŋ ɟɔma.
তোমরা টাকা পেয়েছিলে।,You all got the money.,apɛpɛ ʈaka ɲamkeda.
আমার আঙুলের ফোঁড়া গুরুত্বপূর্ণ।,My whitlow is important.,iɲaʔ aŋguɾ biɽhi d̪ɔ ɟɘɾuɽa.
কুয়ায় একটি আখড়া আছে।,There is a gathering in the well.,kuɲɾɛ akʰɾa menaa.
তোমরা দুধ পান করেছিলে।,You all drank the milk.,apɛpɛ t̪o̯͡a ɲukeda.
আজ আমি ভাষা লিখে শহরে খেলব।,"Today, I write the language and then play in the town.",t̪eheɲɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ sɔhɔɽɾɛ gat̪ea.
তোমরা কথা লিখেছ।,You all have written the word.,apɛ d̪ɔ kat̪ʰa ɔlɔʔakada.
কিশোরটি গুরুত্বপূর্ণ।,The lad is important.,bat͡ʃʰɽa d̪ɔ ɟɘɾuɽa.
তোমরা ছবি পাবে না।,You all do not get the photo.,apɛ d̪ɔ pʰɔʈɔ bapɛ ɲama.
তারা বসছে।,They are sitting.,oŋkoko d̪uɽup̚ʔɛd̪a.
তোমরা ঘড়ি বিক্রি করবে না।,You all do not sell the watch.,apɛ d̪ɔ gʰuɽi bapɛ ɘkʰɾiɲa.
খাবারটি পরিষ্কার।,The food is clean.,ɟɔmaʔ d̪ɔ sapʰaa.
আমি লিখছি।,I am writing.,iɲiɲ ɔlɔʔɛd̪a.
বধিরতাটি ভালো।,The deafness is good.,bəhiɾ bəi̯ d̪ɔ mɔ̃ɟa.
আজ সে ভাদ্র মাস দেখে স্কুলে কাজ করবে।,"Today, he/she see the august-september and then work in the school.",t̪eheɲɾɛ uni bʰadɔɾ ɲɛlkat̪ɛ iskulɾɛ kɘmia.
ঘড়িটি নতুন।,The watch is new.,gʰuɽi d̪ɔ nɔwaa.
তোমরা আস্থা দেখেছ।,You all have seen the confidence.,apɛ d̪ɔ baɾsa ɲɛlakada.
তোমরা রান্না খাবে।,You all will eat the cooked food.,apɛ d̪ɔ basaŋ ɟɔma.
আমি মোবাইল ফোন বিক্রি করেছিলাম।,I sold the mobile phone.,iɲiɲ mɔbaĭl pʰon ɘkʰɾiɲkeda.
আজ তারা খাবার কিনে গ্রামে খেলবে।,"Today, they buy the food and then play in the village.",t̪eheɲɾɛ oŋko ɟɔmaʔ kiɾiɲkat̪ɛ at̪oɾɛ gat̪ea.
সে কাজ করছে।,He/she is working.,unii̯ kɘmiɛd̪a.
আমি বাবা সাহায্য করেছি।,I have helped the father.,iɲ d̪ɔ baba gɔɽɔakada.
"তুমি খাবার পাবে, কিন্তু খাবার পাবে না।","You will get the food, but do not get the food.",am d̪ɔ ɟɔmaʔ ɲama mɛnkʰan ɟɔmaʔ bam ɲama.
তোমরা কথা লিখবে।,You all will write the word.,apɛ d̪ɔ kat̪ʰa ɔlɔʔa.
তার উই পোকা ছোট।,His/her termite is small.,uniaʔ bʰuku d̪ɔ lɘʈua.
আমরা মোবাইল ফোন বিক্রি করেছি।,We have sold the mobile phone.,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲakada.
আমাদের মোবাইল ফোন পরিষ্কার।,Our mobile phone is clean.,alɛaʔ mɔbaĭl pʰon d̪ɔ sapʰaa.
গতকাল সে খাবার কিনে কুয়ায় খেলবে।,"Yesterday, he/she buy the food and then play in the well.",hɔlaɾɛ uni ɟɔmaʔ kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea.
"আমরা খাবার কিনব, কিন্তু খাবার কিনব না।","We will buy the food, but do not buy the food.",alɛ d̪ɔ ɟɔmaʔ kiɾiɲa mɛnkʰan ɟɔmaʔ balɛ kiɾiɲa.
তুমি বাবা সাহায্য করবে।,You will help the father.,am d̪ɔ baba gɔɽɔa.
তুমি ভাষা পড়েছিলে।,You studied the language.,amɛm pɘɾsi paɽha͡o̯keda.
কুয়ায় একটি নির্ভরতা আছে।,There is a reliance in the well.,kuɲɾɛ bʰaɾsa menaa.
বাসস্থানে একটি স্বস্তি আছে।,There is a relief in the residence.,basaɾɛ ao̯san menaa.
গতকাল আমি মাছ কিনে গ্রামে খেলব।,"Yesterday, I buy the fish and then play in the village.",hɔlaɾɛ iɲ haku kiɾiɲkat̪ɛ at̪oɾɛ gat̪ea.
তারা মাছ কিনবে।,They will buy the fish.,oŋko d̪ɔ haku kiɾiɲa.
আজ আমরা অর্জন দেখে কুয়ায় খেলব।,"Today, we see the gain and then play in the well.",t̪eheɲɾɛ alɛ ae̯ upəi̯ ɲɛlkat̪ɛ kuɲɾɛ gat̪ea.
আমরা খাবার খেয়েছি।,We have eaten the food.,alɛ d̪ɔ ɟɔmaʔ ɟɔmakada.
হ্রদে একটি অবিশ্বাসী আছে।,There is a heathen in the lake.,ɟɔlaɾɛ bedin menaa.
নিকটবর্তী এলাকাে একটি বনরুই আছে।,There is an ant-eater in the vicinity.,aɖe ʈolaɾɛ aɾba menaa.
"সে নির্বোধ ব্যক্তি দেখবে, কিন্তু সহ্যশক্তি দেখবে না।","He/she will see the dunce, but does not see the stamina.",uni d̪ɔ akoɾma ɲɛla mɛnkʰan bʰẹd͡ʒ bai̯ ɲɛla.
একমুঠোটি পরিষ্কার।,The handful is clean.,aɲd͡ʒle d̪ɔ sapʰaa.
তারা খাবার কিনবে না।,They do not buy the food.,oŋko d̪ɔ ɟɔmaʔ bako kiɾiɲa.
সকালে তুমি ঔষধ কিনে শহরে খেলবে।,"In the morning, you buy the medicine and then play in the town.",sɛt̪aʔɾɛ am ɾan kiɾiɲkat̪ɛ sɔhɔɽɾɛ gat̪ea.
আমি শিশু সাহায্য করব।,I will help the child.,iɲ d̪ɔ gid̪ɾɘ gɔɽɔa.
সেই সময় তোমরা কথা লিখে বাড়িতে আসবে।,"At that time, you all write the word and then come to the house.",ɔkt̪ɛɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ ɔɽaʔɾɛ hiɟuʔa.
ভাইটি আনন্দের।,The brother is happy.,baɾet d̪ɔ ɾɘskɘa.
একটি ডাক্তার বাড়িতে আছে।,One doctor is in the house.,mit̪ʔʈɛn ɖak̚t̪aɾ d̪ɔ ɔɽaʔɾɛ menaa.
আমরা অপেক্ষা করছি।,We are waiting.,alɛlɛ t̪ɘŋgiɛd̪a.
ইংল্যান্ডে একটি পা আছে।,There is a foot in the england.,bilətɾɛ kaʈa menaa.
"আমরা রান্না খাব, কিন্তু রান্না খাব না।","We will eat the cooked food, but do not eat the cooked food.",alɛ d̪ɔ basaŋ ɟɔma mɛnkʰan basaŋ balɛ ɟɔma.
আমি মোবাইল ফোন বিক্রি করব না।,I do not sell the mobile phone.,iɲ d̪ɔ mɔbaĭl pʰon bɘɲ ɘkʰɾiɲa.
সকালে তুমি ঝুড়ি দেখে হ্রদে খেলবে।,"In the morning, you see the basket and then play in the lake.",sɛt̪aʔɾɛ am bʰad͡ʒan ɲɛlkat̪ɛ ɟɔlaɾɛ gat̪ea.
আখড়া কোথায় আছে?,Where is the gathering?,akʰɾa d̪ɔ ɔkaɾɛ menaa.
সকালে সে মধু খেয়ে নদীতে যাবে।,"In the morning, he/she eat the honey and then go to the river.",sɛt̪aʔɾɛ uni ɲɛlɛɾasa ɟɔmkat̪ɛ gaɖaɾɛ calaʔa.
"আমরা রান্না খাব, কিন্তু মাছ খাব না।","We will eat the cooked food, but do not eat the fish.",alɛ d̪ɔ basaŋ ɟɔma mɛnkʰan haku balɛ ɟɔma.
"সে পানি পান করবে, কিন্তু পানি পান করবে না।","He/she will drink the water, but does not drink the water.",uni d̪ɔ d̪aʔ ɲua mɛnkʰan d̪aʔ bai̯ ɲua.
তার মহাপ্লাবন নতুন।,His/her deluge is new.,uniaʔ bajaban d̪ɔ nɔwaa.
ব্যাঙের ডাকটি গুরুত্বপূর্ণ।,The croak of frogs is important.,bɛbɛ d̪ɔ ɟɘɾuɽa.
তারা মোবাইল ফোন বিক্রি করবে।,They will sell the mobile phone.,oŋko d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa.
তুমি ভাষা বলবে।,You will speak the language.,am d̪ɔ pɘɾsi ɾɔɽa.
একটি মাছ গ্রামে আছে।,One fish is in the village.,mit̪ʔ haku d̪ɔ at̪oɾɛ menaa.
বিস্তীর্ণ ভূমিে একটি বাহু আছে।,There is an arm in the wide expanse of land.,bilənɾɛ bə̃hi menaa.
আমরা মধু খাব।,We will eat the honey.,alɛ d̪ɔ ɲɛlɛɾasa ɟɔma.
তুমি পানি পান করবে না।,You do not drink the water.,am d̪ɔ d̪aʔ bam ɲua.
আজ তোমরা পানি পান করে বাড়িতে আসবে।,"Today, you all drink the water and then come to the house.",t̪eheɲɾɛ apɛ d̪aʔ ɲukat̪ɛ ɔɽaʔɾɛ hiɟuʔa.
আমি দুধ পান করব।,I will drink the milk.,iɲ d̪ɔ t̪o̯͡a ɲua.
তোমাদের খাবার সুস্বাদু।,Your food is tasty.,apɛaʔ ɟɔmaʔ d̪ɔ sibila.
সেই সময় তারা খড়ের মোটা দড়ি দেখে নদীতে যাবে।,"At that time, they see the thick straw rope and then go to the river.",ɔkt̪ɛɾɛ oŋko baɾahi ɲɛlkat̪ɛ gaɖaɾɛ calaʔa.
আমার বাবা ছোট।,My father is small.,iɲaʔ baba d̪ɔ lɘʈua.
তুমি পান করছ।,You is drinking.,amɛm ɲuɛd̪a.
শিলাবৃষ্টিটি ভালো।,The hail is good.,aɾel d̪ɔ mɔ̃ɟa.
বিস্তীর্ণ ভূমিে একটি অশান্তি আছে।,There is an unrest in the wide expanse of land.,bilənɾɛ bɛtʰiɾ menaa.
একটি বিড়াল স্কুলে আছে।,One cat is in the school.,mit̪ʔʈɛn pusi d̪ɔ iskulɾɛ menaa.
সেই সময় আমরা পানি পান করে স্কুলে আসব।,"At that time, we drink the water and then come to the school.",ɔkt̪ɛɾɛ alɛ d̪aʔ ɲukat̪ɛ iskulɾɛ hiɟuʔa.
তারা রান্না খেয়েছিল।,They ate the cooked food.,oŋkoko basaŋ ɟɔmkeda.
"তুমি ঘড়ি বিক্রি করবে, কিন্তু ঘড়ি বিক্রি করবে না।","You will sell the watch, but do not sell the watch.",am d̪ɔ gʰuɽi ɘkʰɾiɲa mɛnkʰan gʰuɽi bam ɘkʰɾiɲa.
গ্রামে একটি অশান্তি আছে।,There is an unrest in the village.,at̪oɾɛ bɛtʰiɾ menaa.
আমি পানি পান করেছিলাম।,I drank the water.,iɲiɲ d̪aʔ ɲukeda.
একটি কিশোর বাড়িতে আছে।,One hobbledehoy is in the house.,mit̪ʔʈɛn bat͡ʃʰɽa koɽa d̪ɔ ɔɽaʔɾɛ menaa.
তোমাদের বাজি নতুন।,Your wager is new.,apɛaʔ bəd͡ʒi d̪ɔ nɔwaa.
একটি মোবাইল ফোন গ্রামে আছে।,One mobile phone is in the village.,mit̪ʔ mɔbaĭl pʰon d̪ɔ at̪oɾɛ menaa.
পাটি নতুন।,The foot is new.,kaʈa d̪ɔ nɔwaa.
তারা বিক্রি করছে।,They are selling.,oŋkoko ɘkʰɾiɲɛd̪a.
"তারা মানুষ সাহায্য করবে, কিন্তু ডাক্তার সাহায্য করবে না।","They will help the person, but do not help the doctor.",oŋko d̪ɔ hɔɽ gɔɽɔa mɛnkʰan ɖak̚t̪aɾ bako gɔɽɔa.
দয়া করে শহরে যাও।,Please go to the town.,d̪a.ja kat̪ɛ sɔhɔɽɾɛ calaʔmɛ.
"তোমরা ঘড়ি কিনবে, কিন্তু খাবার কিনবে না।","You all will buy the watch, but do not buy the food.",apɛ d̪ɔ gʰuɽi kiɾiɲa mɛnkʰan ɟɔmaʔ bapɛ kiɾiɲa.
সে বন্ধকী দেখবে না।,He/she does not see the mortgage.,uni d̪ɔ bəndki bai̯ ɲɛla.
তোমরা টাকা পাবে।,You all will get the money.,apɛ d̪ɔ ʈaka ɲama.
তুমি পড়ছ।,You is studying.,amɛm paɽha͡o̯ɛd̪a.
আজ আমি শোক দেখে হ্রদে কাজ করব।,"Today, I see the grief and then work in the lake.",t̪eheɲɾɛ iɲ bedna ɲɛlkat̪ɛ ɟɔlaɾɛ kɘmia.
ওয়ারেন্টটি নতুন।,The warrant is new.,aɾoɳʈ d̪ɔ nɔwaa.
স্কুলে একটি গ্রাম আছে।,There is a village in the school.,iskulɾɛ at̪o menaa.
আমরা মানুষ সাহায্য করেছিলাম।,We helped the person.,alɛlɛ hɔɽ gɔɽɔkeda.
তারা খেলছে।,They are playing.,oŋkoko gat̪eɛd̪a.
খড়টি গুরুত্বপূর্ণ।,The chaff is important.,bʰusə d̪ɔ ɟɘɾuɽa.
তুমি চুল্লি দেখেছ।,You have seen the furnace.,am d̪ɔ bʰaʈa ɲɛlakada.
একটি মা শহরে আছে।,One mother is in the town.,mit̪ʔʈɛn ajo d̪ɔ sɔhɔɽɾɛ menaa.
সেই সময় সে মাছ খেয়ে হ্রদে কাজ করবে।,"At that time, he/she eat the fish and then work in the lake.",ɔkt̪ɛɾɛ uni haku ɟɔmkat̪ɛ ɟɔlaɾɛ kɘmia.
সকালে আমরা পানি পান করে শহরে খেলব।,"In the morning, we drink the water and then play in the town.",sɛt̪aʔɾɛ alɛ d̪aʔ ɲukat̪ɛ sɔhɔɽɾɛ gat̪ea.
আড়ালে একটি হ্রদ আছে।,There is a lake in the covert.,ao̯tanɾɛ ɟɔla menaa.
দয়া করে হ্রদে আসো।,Please come to the lake.,d̪a.ja kat̪ɛ ɟɔlaɾɛ hiɟuʔmɛ.
সন্ধ্যাকালটি গুরুত্বপূর্ণ।,The eventide is important.,əjup̕ pajaɾ d̪ɔ ɟɘɾuɽa.
আমি ছুতার ও মাফ (হাতঢাকা) দেখব।,I will see the carpenter and the muff.,iɲ d̪ɔ bəɖʰi aɾ bembʰa ɲɛla.
গ্রামে একটি অগ্রদূত আছে।,There is a forerunner in the village.,at̪oɾɛ əguə̯daɾ menaa.
আড়ালে একটি পরাজয় আছে।,There is a beating in the covert.,ao̯tanɾɛ alao̯ menaa.
আমাদের ফার্ন গাছ নতুন।,Our fern is new.,alɛaʔ badgot͡ʃak̕ d̪ɔ nɔwaa.
সেই সময় সে দুধ পান করে নদীতে খেলবে।,"At that time, he/she drink the milk and then play in the river.",ɔkt̪ɛɾɛ uni t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ gat̪ea.
সে কিনছে।,He/she is buying.,unii̯ kiɾiɲɛd̪a.
তারা মানুষ সাহায্য করেছে।,They have helped the person.,oŋko d̪ɔ hɔɽ gɔɽɔakada.
আমরা মারা যাচ্ছি।,We are dying.,alɛlɛ gɔc̚ʔɛd̪a.
সকালে আমি মাছ কিনে গ্রামে কাজ করব।,"In the morning, I buy the fish and then work in the village.",sɛt̪aʔɾɛ iɲ haku kiɾiɲkat̪ɛ at̪oɾɛ kɘmia.
আমি পানি ও দুধ পান করব।,I will drink the water and the milk.,iɲ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.
অবিশ্বাসীটি নতুন।,The heathen is new.,bedin d̪ɔ nɔwaa.
জিহ্বাটি ভালো।,The tongue is good.,alaŋ d̪ɔ mɔ̃ɟa.
একটি ভাই শহরে আছে।,One brother is in the town.,mit̪ʔʈɛn bɔ͡i̯ha d̪ɔ sɔhɔɽɾɛ menaa.
"তারা কথা পড়বে, কিন্তু পাঠ পড়বে না।","They will study the word, but do not study the lesson.",oŋko d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan sikʰnɘt̪ bako paɽha͡o̯a.
একটি মা হ্রদে আছে।,One mother is in the lake.,mit̪ʔʈɛn gɔgɔ d̪ɔ ɟɔlaɾɛ menaa.
নদীতে একটি উৎসব আছে।,There is a festival in the river.,gaɖaɾɛ pɔɾɔb menaa.
আমরা খাবার কিনব।,We will buy the food.,alɛ d̪ɔ ɟɔmaʔ kiɾiɲa.
সে যাচ্ছে।,He/she is going.,unii̯ calaʔɛd̪a.
জারজটি ছোট।,The bastard is small.,bidʰuə̯ d̪ɔ lɘʈua.
সকালে আমরা জাদুবিদ্যা দেখে হ্রদে কাজ করব।,"In the morning, we see the sorcery and then work in the lake.",sɛt̪aʔɾɛ alɛ ban ɲɛlkat̪ɛ ɟɔlaɾɛ kɘmia.
সেই সময় আমরা ঘড়ি কিনে শহরে খেলব।,"At that time, we buy the watch and then play in the town.",ɔkt̪ɛɾɛ alɛ gʰuɽi kiɾiɲkat̪ɛ sɔhɔɽɾɛ gat̪ea.
স্কুলে একটি খেলা আছে।,There is a game in the school.,iskulɾɛ bʰelguɖa menaa.
তাদের টাকা গুরুত্বপূর্ণ।,Their money is important.,oŋkoaʔ ʈaka d̪ɔ ɟɘɾuɽa.
মোবাইল ফোনটি ভালো।,The mobile phone is good.,mɔbaĭl pʰon d̪ɔ mɔ̃ɟa.
টাকাটি গুরুত্বপূর্ণ।,The money is important.,ʈaka d̪ɔ ɟɘɾuɽa.
আমি কথা লিখব না।,I do not write the word.,iɲ d̪ɔ kat̪ʰa bɘɲ ɔlɔʔa.
তোমার হাত পরিষ্কার।,Your hand is clean.,amaʔ t̪i d̪ɔ sapʰaa.
স্কুলে একটি রীতি আছে।,There is a customs in the school.,iskulɾɛ at͡ʃaɾ menaa.
তোমাদের পদ্য ভালো।,Your verse is good.,apɛaʔ ae̯t d̪ɔ mɔ̃ɟa.
তুমি ভাষা লিখবে না।,You do not write the language.,am d̪ɔ pɘɾsi bam ɔlɔʔa.
নিকটবর্তী এলাকাে একটি উই পোকা আছে।,There is a termite in the vicinity.,aɖe ʈolaɾɛ bʰuku menaa.
তুমি মোবাইল ফোন বিক্রি করেছিলে।,You sold the mobile phone.,amɛm mɔbaĭl pʰon ɘkʰɾiɲkeda.
পানিটি সুস্বাদু।,The water is tasty.,d̪aʔ d̪ɔ sibila.
বাসস্থানে একটি গুজব রটনাকারী আছে।,There is a gossiping in the dwelling place.,basɾɛ bəd͡ʒniə̯ menaa.
"আমরা পাঠ পড়ব, কিন্তু ভাষা পড়ব না।","We will study the lesson, but do not study the language.",alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯a mɛnkʰan pɘɾsi balɛ paɽha͡o̯a.
প্রকারটি নতুন।,The kinds is new.,bʰə̃t d̪ɔ nɔwaa.
আমরা পানি পান করেছিলাম।,We drank the water.,alɛlɛ d̪aʔ ɲukeda.
গুহাে একটি পিঁপড়া আছে।,There is an ant in the cave.,bʰugək̕ɾɛ muc̚ʔ menaa.
আড়ালে একটি শহর আছে।,There is a town in the covert.,ao̯tanɾɛ sɔhɔɽ menaa.
সেই সময় আমি ভাষা লিখে কুয়ায় কাজ করব।,"At that time, I write the language and then work in the well.",ɔkt̪ɛɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ kuɲɾɛ kɘmia.
ইংল্যান্ডে একটি দুধ আছে।,There is a milk in the england.,bilətɾɛ t̪o̯͡a menaa.
বাসস্থানে একটি আয়না আছে।,There is a mirror in the dwelling place.,basɾɛ əɾsi menaa.
হ্রদে একটি আয়না আছে।,There is a mirror in the lake.,ɟɔlaɾɛ əɾsi menaa.
সকালে আমরা ভাষা পড়ে হ্রদে খেলব।,"In the morning, we study the language and then play in the lake.",sɛt̪aʔɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ ɟɔlaɾɛ gat̪ea.
আমি ঘড়ি বিক্রি করব না।,I do not sell the watch.,iɲ d̪ɔ gʰuɽi bɘɲ ɘkʰɾiɲa.
গুহাে একটি বোকা আছে।,There is a fool in the cave.,bʰugək̕ɾɛ bemblaha menaa.
"সে কিশোর দেখবে, কিন্তু ভালোবাসা দেখবে না।","He/she will see the lad, but does not see the love.",uni d̪ɔ bat͡ʃʰɽa ɲɛla mɛnkʰan bʰad bai̯ ɲɛla.
তুমি শব্দ করছ।,You is sounding.,amɛm ɾaːgɛd̪a.
তাদের জাফরি পরিষ্কার।,Their lattice work is clean.,oŋkoaʔ bata d̪ɔ sapʰaa.
"আমি ঘড়ি কিনব, কিন্তু মাছ কিনব না।","I will buy the watch, but do not buy the fish.",iɲ d̪ɔ gʰuɽi kiɾiɲa mɛnkʰan haku bɘɲ kiɾiɲa.
আমরা ঘড়ি ও মোবাইল ফোন কিনব।,We will buy the watch and the mobile phone.,alɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲa.
তুমি কথা লিখবে না।,You do not write the word.,am d̪ɔ kat̪ʰa bam ɔlɔʔa.
পবিত্র সিন্দুকটি গুরুত্বপূর্ণ।,The ark of the covenant is important.,ən sunduk d̪ɔ ɟɘɾuɽa.
আমরা ভাষা লিখব না।,We do not write the language.,alɛ d̪ɔ pɘɾsi balɛ ɔlɔʔa.
"আমরা ভাষা বলব, কিন্তু কথা বলব না।","We will speak the language, but do not speak the word.",alɛ d̪ɔ pɘɾsi ɾɔɽa mɛnkʰan kat̪ʰa balɛ ɾɔɽa.
আমরা ভাষা পড়ব।,We will study the language.,alɛ d̪ɔ pɘɾsi paɽha͡o̯a.
সেই সময় আমি খাবার কিনে কুয়ায় খেলব।,"At that time, I buy the food and then play in the well.",ɔkt̪ɛɾɛ iɲ ɟɔmaʔ kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea.
তারা পানি ও দুধ পান করবে।,They will drink the water and the milk.,oŋko d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.
তোমরা পানি ও দুধ পান করবে।,You all will drink the water and the milk.,apɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.
দয়া করে কুয়ায় বসো।,Please sit in the well.,d̪a.ja kat̪ɛ kuɲɾɛ d̪uɽup̚ʔmɛ.
তুমি খাবার কিনেছিলে।,You bought the food.,amɛm ɟɔmaʔ kiɾiɲkeda.
তারা কথা পড়বে না।,They do not study the word.,oŋko d̪ɔ kat̪ʰa bako paɽha͡o̯a.
নদীতে একটি অকাল জন্ম আছে।,There is a premature birth in the river.,gaɖaɾɛ adpakolia menaa.
উঠানে একটি শহর আছে।,There is a town in the courtyard of house.,bəteɾɛ sɔhɔɽ menaa.
তাদের আঁটি ভালো।,Their bundle is good.,oŋkoaʔ əʈi d̪ɔ mɔ̃ɟa.
সে মাছ কিনবে না।,He/she does not buy the fish.,uni d̪ɔ haku bai̯ kiɾiɲa.
একটি মা গ্রামে আছে।,One mother is in the village.,mit̪ʔʈɛn gɔgɔ d̪ɔ at̪oɾɛ menaa.
বধিরতাটি গুরুত্বপূর্ণ।,The deafness is important.,bəhiɾ bəi̯ d̪ɔ ɟɘɾuɽa.
সে কথা বলবে না।,He/she does not speak the word.,uni d̪ɔ kat̪ʰa bai̯ ɾɔɽa.
তার বাবা আনন্দের।,His/her father is happy.,uniaʔ baba d̪ɔ ɾɘskɘa.
বিস্তীর্ণ ভূমিে একটি বেতন আছে।,There is a pay in the wide expanse of land.,bilənɾɛ bɛtɔn menaa.
তোমাদের হ্রদ নতুন।,Your lake is new.,apɛaʔ ɟɔla d̪ɔ nɔwaa.
সে বাবা সাহায্য করেছিল।,He/she helped the father.,unii̯ baba gɔɽɔkeda.
"আমি সময় দেখব, কিন্তু কোমরবন্ধ দেখব না।","I will see the time, but do not see the girth.",iɲ d̪ɔ ɔkt̪ɛ ɲɛla mɛnkʰan beɽband bɘɲ ɲɛla.
কুয়ায় একটি চুল্লি আছে।,There is a furnace in the well.,kuɲɾɛ bʰaʈa menaa.
আমি ঘড়ি কিনব।,I will buy the watch.,iɲ d̪ɔ gʰuɽi kiɾiɲa.
এক তোলাটি ভালো।,The one tola is good.,bʰoɾi d̪ɔ mɔ̃ɟa.
তাদের সময়কাল ভালো।,Their period is good.,oŋkoaʔ ãʈɾe d̪ɔ mɔ̃ɟa.
তুমি ঘড়ি দেখবে।,You will see the watch.,am d̪ɔ gʰuɽi ɲɛla.
তারা মধু খাবে।,They will eat the honey.,oŋko d̪ɔ ɲɛlɛɾasa ɟɔma.
পাঠ কোথায় আছে?,Where is the lesson?,sikʰnɘt̪ d̪ɔ ɔkaɾɛ menaa.
বাত রোগটি নতুন।,The rheumatism is new.,bat d̪ɔ nɔwaa.
