bangla,english,santali
৬। মায়ের কাছ থেকে আমি বড়দের সম্মান করা এবং ছোটদের স্নেহ করা শিখেছি।,6. From my mother I have learned to respect the elders and love the youngers.,gɔgɔʈhɛn kʰɔniɲ cet̪̚ʔked̪a lɘʈuko manɔt̪̚ʔ ɛmɔʔ aɾ kɘʈiʲc̚ʔku d̪ulɘɽko.
৮। মাকে ভালোবাসতাম এবং ভয়ও করতাম।,8. I loved my mother and feared her too.,gɔgɔd̪ɔɲ d̪ulɘɽd̪ekantɛ̆hɛkana aɾ bɔt̪ɔɾ hɔɲ bɔt̪ɔɾa͡i̯kant̪ahɛ̃kana.
৯। মায়ের হাতের রান্না অনেক সুস্বাদু ছিল।,9. Mother's cooking was very tasty/ delicious.,gɔgɔo̯͡aʔ ut̪u d̪aka ɘɖi sebelge t̪ahɛ̃kana.
১০। সব সমাজেই মায়ের সাথে ভালো ব্যবহার করার কথা বলা হয়েছে।,10. All societies are told to treat mothers well.,sanam sɔmaɟɾɛge gɔgɔ sã͡ot̪ɛ mɔ̃ɟ bɛbɔ̆haɾ ɾenaʔ kat̪ʰa mɛːnakana.
১১। বয়স হয়ে গেলে মায়ের যত্ন নেওয়া আমাদের দায়িত্ব।,11. It is our responsibility to take care of our mother when she is old.,bɔ.jɔs ho͡i̯lɛnkʰan gɔgɔ̯͡aʔ ɟɔt̪ɔn hat̪a͡od̪ɔ abo̯͡aʔ d̪a.jik̚kana.
১। পৃথিবীতে শিশুর সবচেয়ে বড় আশ্রয় তার মা।,1. A child's greatest shelter in the world is its mother.,d̪ʰɘɾt̪iɾɛ gɔgɔgi gid̪̚ɾɘɾɛn ɟɔt̪ɔkʰɔn lɘʈu asɾa͡i̯.
"৪। মা অনেক কষ্ট করতেন, কিন্তু তিনি সেই কষ্ট বুঝতে দিতেন না।","4. Mother used to bear a lot, but she did not let us understand that pain.","gɔgɔd̪ɔ ɘɖi aʈɛː haɾɔnakana, mɛnkʰan ɔna haɾɔn d̪ɔ ba͡i̯ buɟʰhɘ͡o̯ oco͡akanna"
"৭। মা অনেক আদর করতেন, কিন্তু পড়ালেখা না করলে শাসনও করতেন।","7. Mother loved me a lot, but if I didn't study, she'd also set boundaries on me.","gɔgɔd̪ɔ ɘɖiː d̪ulɘɽkan tahɛna, mɛnkʰan ɔlɔʔ paɽha͡o̯ bam d̪aɽɛlɛnkʰan sasa͡o̯ɛt̪̚ʔlɛ t̪ɛhɛna͡i̯"
"৬। যে কৃষক বেশি পরিশ্রম করে, তার ফসল ভালো হয়।",6. A farmer who works hard gets good crops.,"ɔko͡i̯ casɔʔ hɔɽ ɟɘsti kʰaʈaʔa, unijaʔ pʰɔsɔld̪ɔ bʰagege hojo.a."
৭। বাংলাদেশের মাটি চাষাবাদের জন্য ভালো।,7. The soil of Bangladesh is good for cultivation/ agriculture.,baŋlad̪isɘm ɾenaʔ hasa d̪ɔ cas abad̪̚ lɘgit̪̚ʔ ɘɖi bʰage.ja.
১০। তাই ধান বিক্রি করে কৃষক লাভবান হতে পারছে না।,10. This is why the farmers are not able to get good profits by selling paddy.,ɔnat̪ɛ casɔʔ hɔɽd̪ɔ hoɽo ɘkʰɾiɲ kat̪ɛʔ bako labʰ d̪aɽɛ.jaʔkana.
১১। অনেকে গরু-ছাগল পালন করেন।,11. Many farmers keep cows and goats.,a͡i̯makod̪ɔ gɘ͡i̯ ɖaŋɾa mihu mɛɾɔmko ɘsulɛt̪̚ʔko͡a̯.
১২। এদের কাছ থেকে মাংস ও দুধ পাওয়া যায়।,12. Meat and milk are obtained from them.,noko ɘsul ɟano̯͡aɾ kʰɔʲc̚ʔ t̪o͡a aɾ ɟelbon ɲaːmɛt̯̚ʔkana.
১৩। গোরু-ছাগল বিক্রি করে অনেক টাকাও পাওয়া যায়।,13. A lot of money is also earned by selling cows and goats.,gɘ͡i̯ ɖaŋɾa ɘkʰɾiɲkat̪ɛʔ a͡i̯ma ʈakahɔ̃ ɲamɔ.a.
১। কৃষক জমিতে ফসল ফলায়/ চাষাবাদ করে।,1. Farmer cultivates the land.,casɔʔkanko d̪ɔ baɽgiɾɛku abad̪ɔ.a.
"২। একেক অঞ্চলের মাটি একেক রকম, তাই সব অঞ্চলে একরকম ফসল হয় না।","2. The soil of each region is different, so not all regions grow the same crop/ paddy.",mimit̪̚ʔ nakʰa ɾe.jaʔ hasa mimit̪̚ʔ lɛkant̪ɛ abat̪̚ mit̪̚ʔlɛka baŋ hojo.a.
৩। ভিন্ন ভিন্ন ঋতুতে/ সময়ে বিভিন্ন রকম ফসল হয়।,3. Different crops/paddy are grown in different seasons/ times.,ɟud̪ɘ ɟud̪ɘ abad̪ ɔk̚t̪ɛ i.jɘt̪ɛ a͡i̯ma lekan abad̪ hojo.a.
"৪। কৃষিকাজের জন্য শুরুতে জমি প্রস্তুত করতে হয়, এরপর সেখানে বীজ বপন করতে হয়।","4. Farming involves preparing the land in the beginning, then sowing the seeds there.",abad̪ɔʔ ɛt̪ɔhɔp̚ʔɾɛ baɽge sap̚ɽa͡o̯ kat̪ɛ it̪ɘ apʰɔɾ hojo.a.
"৫। ভালো ফসলের জন্য নিয়মিত সূর্যের আলো, পানি ও সার দরকার হয়।","5. Good crops require regular sunlight, water and fertilizer.","bʰage abad̪ lɘgit̪̚ʔ ɟa͡o̯gi sit̪uŋ, d̪aʔ, aɾ sahaɾ ɟɘɾuɽa."
৮। নদীর পানি ক্ষেতের সেচের জন্য ব্যবহার করা হয়।,8. River water is used for irrigation of fields.,gaɖaɾe.jaʔ d̪aʔ baɽgiɾɛ abat̪ lɘgit̪̚ʔ bɛbɔ̆haɾɔʔa.
৯। চাষের খরচ বাড়ার কারণে ধান চাষ এখন কঠিন হয়ে যাচ্ছে।,9. Paddy cultivation has become difficult due to the rising cost of cultivation.,cas abat̪ kʰɔɾɔc̚ ɟɘst̪iʔkant̪ɛ hoɽo abat̪ muskil hojoʔkana.
"আগন্তুক: [নমস্কার], আমার নাম আবু।","Visitant: [Greetings], my name is Abu.","ɟohaɾ, iɲaʔ ɲit̪um d̪ɔ abu."
"স্থানীয় ব্যক্তি: [নমস্কার], আমার নাম [নিজ নাম]।","Local Person: [greetings], my name is [Own name].","ɟohaɾ, aʔ ɲit̪um d̪ɔ alpʰɾeʈ."
স্থানীয় ব্যক্তি: আপনি কোথা থেকে এসেছেন?,Local person: Where are you from?,amd̪ɔ okakʰɔnɛm hɛʲc̚ʔakana?
আগন্তুক: আপনি কি এখানকার?,Visitant: Are you the person/ people from here?,amd̪ɔ cɛt̪̚ʔ nɔnɖɛniʲc̚ʔ kanam?
"স্থানীয় ব্যক্তি: হ্যাঁ, আমার বাড়ি কাছেই।","Local Person: Yes, my house is nearby.","hɛ̃, iɲaʔ ɔɽaʔ d̪ɔ soɾɾege."
"স্থানীয় ব্যক্তি: ওই যে সামনে স্কুলটা দেখা যাচ্ছে, তার পাশেই আমার বাড়ি।","Local Person : The school that can be seen in front, my home is next to it.","hanɛː iskul ɲɛlɔʔkan, ɔna aɽɛɾɛge iɲaʔ ɔɽaʔd̪ɔ."
"স্থানীয় ব্যক্তি: আপনি স্কুলের মাঠে খেলা দেখতে পারবেন, নদীর পাড়েও বেড়াতে পারবেন।","Local Person: You may watch the kids playing sports at the school grounds, wander along the riverside.","amd̪ɔ iskul maʈʰɾɛ kʰilɘʈɛm ɲɛl d̪aɽe.jaʔa, aɾ gaɖa aɽet̪ɛhɔm d̪ãɽa d̪aɽe.jaʔa."
"স্থানীয় ব্যক্তি: হ্যাঁ, আপনি ঠিক বলেছেন।","Local Person: Yes, you are right.","hɛ̃, amd̪ɔ ʈʰik̚gem mɛnakad̪a."
স্থানীয় ব্যক্তি: ভালো থাকবেন।,Local Person: Be well.,napa͡i̯ge t̪ahɛnmɛ.
আগন্তুক: আপনার নাম কী [দাদা]/ [দিদি]?,Visitant: What is your name [brother/ sister]?,amaʔ ɲit̪um d̪ɔ cɛt̪̚ʔ d̪ad̪aː?
স্থানীয় ব্যক্তি: আপনাকে আমি চিনতে পারছি না।,Local Person: I don't recognize you.,iɲd̪ɔ am bɘɲ oɾomɛt̪̚ʔmẽ̯͡a.
আগন্তুক: আমি এখানে ঢাকা থেকে চাকরি করতে এসেছি।,Visitant: I have come here from Dhaka for my job.,iɲd̪ɔ ɖʰaka kʰɔn nɔnɖɛ nuk̚ɾi͡i̯ lɘgit̪̚ʔiɲ hɛʲc̚ʔakana.
আগন্তুক: আপনাদের এলাকাটি আমার ভালো লেগেছে।,Visitant: I like your area.,apɛ nakʰa d̪ɔ iɲ ɘɖi napa.jiɲ ɘ͡i̯kɘ͡o̯ɛd̪a.
"স্থানীয় ব্যক্তি: হ্যাঁ, আমাদের এলাকাটি অনেক সুন্দর।","Local Person: Yes, our area is very beautiful.","hɛ̃, alɛ nakʰa d̪ɔ ɘɖige mɔ̃ːɟa."
আগন্তক: বিকেলে বেড়ানোর/ ঘোরাঘুরির জন্য এখানে কোথায় কোথায় যেতে পারি?,Visitant: Where can I go for an afternoon walk?,ɘ.jup̚ʔbɛla d̪ãɽãbaɽa͡i̯ lɘgit̪̚ʔ ɔka ɔka ɟagaɲ cala͡o̯ d̪aɽekɔ.a?
আগন্তুক: আমি ভালো খেলতে না পারলেও আমার খেলা দেখতে ভালো লাগে।,"Visitant: Even though I don't play well, I enjoy watching others play sports.",iɲdɔ bɘɲ gat̪e daɽeʔɾɛhɔ̃ gat̪e ɲɛld̪ɔ ɘɖi napa..jiɲ ɘ͡i̯kɘo̯a.
"আগন্তুক: ক্রিকেট, ফুটবল ও হাডুডু আমি পছন্দ করি।","Visitant: I like Cricket, Football and Kabadi.","kɾikeʈ, pʰuʈbɔl aɾ haɖuɖu kʰilɘʈkuɲ kusi.jaʔa."
স্থানীয় ব্যক্তি: আমি স্কুলে পড়ার সময় ফুটবল খেলতাম।,Local Person: I used to play football when I was in school.,iɲd̪ɔ iskulɾɛ paɽhaʔ ɔkt̪ɛ pʰuʈbɔliɲ kʰilɘʈɔʔkant̪ahɛ̃na.
স্থানীয় ব্যক্তি: এখন খেলাধুলা করার সময় পাই না।,Local Person: But now I don't have time to play sports.,nɛt̪aɾ d̪ɔ kʰilɘʈɔʔ ɾe.jaʔ ɘd̪̚ ɔp̚sɔɾ bɘnuʔt̪iɲa.
স্থানীয় ব্যক্তি: আমার বাচ্চারা প্রতিদিন খেলাধুলা করে।,Local Person: My kids play daily.,iɲɾɛn gid̪ɾɛ d̪inɘmko kʰilɘʈɔʔa.
আগন্তুক: খেলাধুলা বাচ্চাদের শরীরের জন্য ভালো।,Visitant: Sports are good for children's physical health.,kʰilɘʈ d̪ɔ gid̪ɾɘko͡aʔ hɔɽmɔ lɘgit̪̚ʔ bʰage.ja.
"আগন্তুক: কিন্তু, শহরের বাচ্চাদের খেলাধুলার জন্য মাঠ নেই।","Visitant: But, there is no playground for children in the city.",mɛnkʰan nagɾahaɾɛn gid̪ɘɾpid̪ɘɾko lɘgit̪̚ʔ d̪ɔ kʰilɘʈ̚ ʈʰɘ̃͡i̯ bɘnu.a.
আগন্তুক: সে তুলনায় গ্রামের বাচ্চারা ভাগ্যবান।,Visitant: Village kids are lucky compared to that.,mɛnkʰan ɔna t̪ulɘɟokʰat̪ɛ at̪oɾɛn gid̪ɘɾpid̪ɘɾ d̪ɔ ko bʰɘgange.ja.
স্থানীয় ব্যক্তি: আপনার সাথে কথা বলে ভালো লাগলো।,Local Person: Felt Nice to talk to you.,amsã͡o̯ galmaɾa͡o̯ kat̪ɛ ɘɖi napa.jiɲ ɘikɘ͡o̯ked̪a.
আগন্তক: আমারও ভালো লাগলো।,Visitant: I liked it too.,iɲhɔ̃ ɘɖi napa.jiɲ ɘ͡i̯kɘ͡o̯ked̪a.
"ছেলে: মা, বাজার থেকে কী কী আনতে হবে?","Son: Mom, what needs to be brought from the market?","gɔː, baɟaɾ kʰɔn cɛt̪̚ʔ cɛt̪̚ʔ ɘgu͡i̯ hojo.a?"
"মা: রান্নাঘরে গিয়ে দেখো আলু, টমেটো, গাজর, বেগুন, তেল, পেয়াজ, লবণ কী পরিমাণে আছে।","Mother: Go to the kitchen and see how much potato, tomato, carrot, brinjal, oil, onion, salt is left.","d̪aka ɔɽaʔɾɛ sɛn kat̪ɛʲc̚ʔ ɲɛlmɛ ɘlu, ʈamaʈol, gaɟɔɾ, bɛŋgaɽ, sunum, pi.jãɟ, buluŋ t̪inɘʔgan mena.a."
ছেলে: আলু একবেলা রান্না করলেই শেষ হয়ে যাবে।,Son: Potatoes will be finished in one meal.,ɘlud̪ɔ mit̪̚ʔbɛla ut̪u lɛkʰan caba.a.
"ছেলে: টমেটো অনেক আছে, আরও কিনলে নষ্ট হয়ে যাবে।","Son: There are plenty of tomatoes, if you buy more, those will get rotten.","ʈamaʈol d̪ɔ a.jma mena.a, aɾhɔ̃ kiɾiɲ lekʰan bɘɽiːɟɔ.a."
ছেলে: গাজর শেষ হয়ে গেছে।,Son: Carrots are finished.,gaɟɔɾ d̪ɔ caba͡i̯na.
ছেলে: বেগুন যা আছে সেগুলো দিয়ে দুইবার রান্না করা যাবে।,Son: Eggplant can be cooked twice with what's left of it.,bɛŋgaɽ ɔka mɛna.a ɔna d̪ɔ baɾ d̪ʰa͡o isinbasaŋɔ.a.
ছেলে: তেলের বোতলে তেল নেই।,Son: There is no oil in the oil bottle.,bɔt̪ɔlɾɛ d̪ɔ sunum bɘnu.a.
ছেলে: পেঁয়াজ ও লবণ না কিনলেও হবে।,Son: It will be just fine even if you don't buy onion and salt.,pi.jãɟ aɾ buluŋ baŋ kiɾiɲ lekʰaʲc̚ʔ hɔ̃ hojoʔge.ja.
মা: সাথে কিছু শাক নিয়ে এসো।,Mother: Bring some leafy greens along.,t̪ʰɔɽa aɽaʔhɔ̃ ɘgu t̪oɾa͡i̯mɛ.
মা: কিন্তু ডিমের দাম বেশি হলে কিনবে না।,"Mother: But do not buy them, if the price of eggs is high,",bele ɾe.jaʔ d̪am ɖʰeɾgekʰan alɔm kiɾiɲa.
মা: বাড়িতে পিঠা বানাবো।,Mother: I will make cake at home.,ɔɽaʔɾɛ piʈʰɘbon t̪e.jaɾa.
ছেলে: ঠিক আছে মা।,Son: Alright mom.,ʈʰikgi.ja gɔː.
"ছেলে: আচ্ছা, এরপরেও যদি কিছু মনে পড়ে, তাহলে আমাকে ফোন দিয়ে জানাবে।","Son: Okay. Even then, if you remember anything, you will call me.","ac̚cʰa, ɛnhɔ̃ ɟahanaʔɛm d̪isɘ lekʰaʲc̚ʔ pʰon kat̪ɛʔɛm baɖa͡i̯ ocoɲ.ɲa."
মা: সাবধানে যাও।,Mother: Go carefully.,husi.jɘɾt̪ɛ calaʔmɛ.
মা: টাকাপয়সা ঠিকমতো রেখো।,Mother: Keep the money safely.,ʈaka pa͡i̯sa mɔɟt̪ɛ d̪ɔhɔ͡i̯mɛ.
মা: আর ডিম কিনে এনো ১ হালি।,"Mother: And buy eggs, 4. (1 hali)",bele kiɾiɲ ɘgu͡i̯mɛ mit̪̚ʔ ganɖa.
"ছেলে: দুধ, চিনি কি লাগবে?","Son: Do you need milk, sugar?",t̪ɔ̯͡a aɾ cini laga.a sɛ cɛt̪̚?
মা: চিনি না কিনে ১ কেজি গুড় নিয়ে এসো।,Mother: Bring 1 kg jaggery instead of buying sugar.,cini baŋkat̪ɛ mĩt̪̚ʔ kiɟi guɽ kiɾiɲ ɘgu͡i̯mɛ.
ছেলে: আর কিছু কি লাগবে?,Son: Do you need anything else?,aɾ ɟahanaʔ laga.a sɛ cɛt̪̚ʔ?
মা: দুধ কেনার সময় পানি মেশানো কি না দেখে নিবে।,"Mother: While buying milk, check whether water is mixed in it or not.",t̪o̯͡a kiɾiɲ sɔmɔ.jɛm ɲɛlaː d̪aʔ mɛsala sɛ cɛt̪̚ʔ.
পানির আরেক নাম জীবন।,Another name for water is life.,d̪aʔ d̪ɔ ɟi.jon kana.
পানি ছাড়া আমরা বাঁচতে পারি না।,We cannot live without water.,d̪aʔ bɛgɔɾt̪ɛ abo d̯ɔ babon ɟiu̯͡ed̪ɔʔa.
প্রতিদিন বিভিন্ন কাজে আমাদের পানি ব্যবহার করতে হয়।,Everyday we need/ have to use water for various purposes.,d̪in hilɘʔgɛ d̪aʔ d̪ɔ a.jma kɘmiɾɛ bɛ͡ɔ̯haɾɔʔkana.
"আমরা নলকূপ, পুকুর, কুয়া ও নদী থেকে পানি পাই।","We get water from tube wells, ponds, wells and rivers.","abo d̪ɔ nɔlkup̚, pukʰɾi aɾ kuɲ ko̪ɾɛkʰɔʲcʔ d̪aʔbon ɲamed̪a."
দূষিত পানি ব্যবহার করলে শরীরে অসুখ হতে পারে।,Contaminated water can cause illness in the body.,mɘ͡i̯lɘ d̪aʔ bɛ͡ɔ̯haɾ lɛkʰan hɔɽmɔɾɛ ɾu̯͡ɘ hɛʲc̚ʔ daɽɛ͡o̯a.a.
দূষিত পানি ফুটিয়ে পান করা যায়।,Contaminated water can be boiled and consumed.,mɘ͡i̯lɘ d̪aʔ hɛɖɛʲc̚ʔ kat̪ɛʔ ɲuʔgi.ja.
নলকূপের/ কূপের ঠান্ডা পানি তৃষ্ণা মেটায়।,Cold water from tube well/ well quenches thirst.,nɔlkup̚ ɾe.jaʔ sɛ ɾɛ.jaɽ d̪aʔ d̪ɔ t̪et̪aŋɛ maɾao̯͡a.
তবে গরমের দিনে অনেক পুকুর-নদী-ঝরনার পানি শুকিয়ে যায়।,"Many ponds, rivers and springs dry up on hot summer days.","mɛnkʰan set̪uŋdin gaɖa, sɔɖɔʔ, pukʰɾi, aɾ ɟʰaɾna d̪aʔ aɲɟɛd̪ɔʔkana."
এ কারণে অনেক এলাকায় পানির অভাব দেখা দেয়।,This is why there is water shortage in many areas.,no̯͡a kaɾɔnt̪ɛ a.jma ʈʰɘ̃͡i̯ɾɛ d̪ɔ d̪aʔ ɾenaʔ ɔbʰab hujuʔkana.
