dataset,sentence_id,issues,santali_sentence,english_gloss,source_eaf_file,source_eaf_utterance_id,confidence
generated_santali_5k_all_data.jsonl,LLM-000110,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"Plea dạbi ound ,  to ring .",,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000111,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,cuṛi,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000112,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"That i  not cro -grained ,  perver gạr .",,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000113,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ado̱l,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000114,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,we did di po bill .,,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000115,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,bolahaṭ,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000116,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,hạlim,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000117,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,There i  water channel in/at courtyard of hou bao .,,generated_high_confidence_against_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000118,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"you are not running (water) ,  noo sim .",,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000119,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Thi  i  a perfidiou   even  aṭap̕ uṭup̕  of Tauru .,,generated_high_confidence_against_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000120,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Plea e excu sagạr cak .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000121,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,I will not immer sic̕ soc̕ .,,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000122,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,There i  mallow in/at  even  khabar  of Tauru .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000123,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,phạṇḍi,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000124,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,haṛas marte,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000125,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,you do not to expo gharna .,,generated_vs_eaf_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000126,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"we will not di bhelạ̃uṇḍi teem ,  to .",,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000127,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Plea barahi urfeit .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000128,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,bạki bo̱ko̱ea,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000129,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ạgil hapṛam,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000130,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ki huhu,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000131,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Thi  i  a relentle   bhạnga .,,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000132,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type,ḍạṇḍit̕ .  j-a,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000133,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,There are/i  ten million  day-hor jạlại .,,generated_high_confidence_against_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000134,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"we are running (water) ,  noo saram badea .",,generated_high_confidence_sentence_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000135,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,we do to peep in/at courtyard of hou akorma .,,generated_high_confidence_sentence_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000136,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,kãhãka,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000137,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Do you di per kulhu ?,,generated_vs_eaf_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000138,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"we do alight ,  to with courtyard of hou huc̕ bir .",,generated_high_confidence_sentence_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000139,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,chuṇḍi,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000140,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,you will not excu bẽ̱t .,,generated_high_confidence_against_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000141,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Plea bund plit into thin  lip .,,generated_vs_eaf_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000142,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,we do to peep in/at courtyard of hou hae phoe .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000143,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,"you do fix ,  to fa ten in/at univer bidesiạ .",,generated_high_confidence_sentence_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000144,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Plea e to  raebhidi h .,,santali_synthetic_40k_sentences.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000145,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,chiṭkĩṛic̕,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000146,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,he/ he will not cha ḍigir .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000147,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,jạmki onat,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000148,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,darbar,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000149,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Plea e lo hạ̃ṛũ .,,generated_vs_eaf_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000150,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,kho̱ṭ ɛ ɾaŋga-o-t̪ɛ  bi dhutại,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000151,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,dhuạ̃ dhuṅgiạ,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000152,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,maṅgaṛ,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000153,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,we are perver kulup .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000154,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,aphsor,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000155,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,There are people in the hou saphor .,,generated_vs_eaf_sentence_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000156,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,V . li chiṛ hako,nan,initial_data_eaf_utterances.csv,5,medium
generated_santali_5k_all_data.jsonl,LLM-000157,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,mulạpha,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000158,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,tahẽ̱ tuluc̕  kʰɔn pʰɛɖ̚-kat̪ɛ ɔna d̪ɔ aɾ bɘɲ  end̪ɾa ɲam-le-d̪a,nan,santali_dialogues_glossed.eaf,6,medium
generated_santali_5k_all_data.jsonl,LLM-000159,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,kunduru,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000160,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,I do not expedite with  cratching noi bạli guṛ .,,generated_vs_eaf_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000161,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,hukạ bardar,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000162,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ṭạge̱n,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000163,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ghaṇṭa,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000164,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,There i  no branching in/at  ãosa bãosa .,,generated_high_confidence_sentence_eaf.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000165,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,dhum,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000166,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,you do not  aturate with fore p̣ạṛiạrenko .,,generated_vs_eaf_semantic_matches.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000167,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,pala,,generated_santali_large.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000168,source_file_not_eaf;source_pair_not_found;source_pattern_not_verified;blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,bulahaṭ,,generated_santali_5k.csv,,medium
generated_santali_5k_all_data.jsonl,LLM-000169,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,bạki baṅ do̱,nan,lexicon(1).eaf,18,high
