sentence_id,santali_sentence,english_gloss,bangla_gloss,template_id,sentence_type,source_pattern,subject_slot,noun_slot,verb_slot,adjective_slot,adverb_slot,place_slot,number_slot,synthetic,quality_note,source_files
SYN-00065,nɔa dɔ dạgi kan-a?,Is this branded?,এটা কি দাগযুক্ত?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,dạgi [adj.; State; Branded; দাগযুক্ত],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00066,irạl jhaba minaʔ,There are/is eight hanging shelf.,আট ঝুলন্ত তাক আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,jhaba [n.; Object; hanging shelf; ঝুলন্ত তাক],,,,,irạl [num.; Number; eight; আট],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00067,nɔa dɔ abo-aʔ kursạ baha kul kan-a,This is we's leopard.,এটা আমরা-এর চিতা বাঘ।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,abo,kursạ baha kul [n.; Animal; leopard; চিতা বাঘ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00068,gudrạu me,Please to happen.,ঘটা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,gudrạu [v.; Action; to happen; ঘটা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00069,nɔa dɔ ro̱cro̱co̱ jạmki kan-a,This is a protruding plaited band.,এটা বেরিয়ে থাকা বোনা ফিতা।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,jạmki [n.; Object; plaited band; বোনা ফিতা],,ro̱cro̱co̱ [adj.; State; protruding; বেরিয়ে থাকা],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00070,uni dɔ chiṇḍạu kan-a-e,he/she does arbitrate.,সে সালিশি করা।,SUBJ_VERB_PRESENT,present verbal predicate,Report 5.1.11 present verbal predicate,uni,,chiṇḍạu [v.; Action; Arbitrate; সালিশি করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00071,chatna-re cĩṭ minaʔ,There is paste in/at highest point.,সর্বোচ্চ বিন্দু-তে পেস্ট আছে।,LOC_EXIST,locative existential,Report 5.1.10/5.1.13 locative existential,,cĩṭ [n.; Material; Paste; পেস্ট],,,,chatna [n.; Place; Highest point; সর্বোচ্চ বিন্দু],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00072,iɲ dɔ ạtu-a,I will glide.,আমি পিছলে চলা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,iɲ,,ạtu [v.; Motion; Glide; পিছলে চলা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00073,iɲ dɔ beṇḍao kan-a?,Do I kill?,আমি কি হত্যা করা?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,iɲ,,beṇḍao [v.; Action; Kill; হত্যা করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00074,uni dɔ hanao-a,he/she will to thwart.,সে বাধা দেওয়া / ব্যর্থ করা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,uni,,hanao [v.; Action; to thwart; বাধা দেওয়া / ব্যর্থ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00075,am dɔ ba-m ḍhanman kan-a,you do not totter.,তুমি টলমল করা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,am,,ḍhanman [v.; Action; Totter; টলমল করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00076,uni dɔ phuṭ-len-a,he/she did to be unpaired.,সে জোড়া খুলে যাওয়া করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,uni,,phuṭ [v.; State; to be unpaired; জোড়া খুলে যাওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00077,uni dɔ cãe cẽṭ kan-a-e,he/she is miserly.,সে কৃপণ।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,uni,,,cãe cẽṭ [adj.; Personality; Miserly; কৃপণ],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00078,nikạs-re gajaṛ banuʔ-a,There is no turmoil in/at opening.,খোলা জায়গা-তে হইচই নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,gajaṛ [n.; State; Turmoil; হইচই],,,,nikạs [n.; Place; opening; খোলা জায়গা],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00079,uni dɔ mạci-i dạr-a,he/she does flee with stool.,সে টুল পালানো।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,uni,mạci [n.; Object; stool; টুল],dạr [v.; Action; Flee; পালানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00080,abo dɔ ba-bon baclao-a,"we will not escape, to.",আমরা পালানো করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,abo,,"baclao [v.; Action; Escape, to; পালানো]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00081,ona dɔ omor kan-a?,Is that perennial?,ওটা কি চিরস্থায়ী?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,omor [adj.; Quality; perennial; চিরস্থায়ী],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00082,nɔa dɔ alaklạṇḍi ạrsi kan-a,This is a pithless mirror.,"এটা দুর্বল, সারহীন আয়না।",ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,ạrsi [n.; Household object; Mirror; আয়না],,"alaklạṇḍi [adj.; Quality; Pithless; দুর্বল, সারহীন]",,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00083,iɲ dɔ lutur-to bɔ-iɲ bele-a,I do not mortify with ear.,আমি কান মরে যাওয়া (ক্ষত) না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,iɲ,lutur [n.; Body Part; ear; কান],bele [v.; Health; Mortify; মরে যাওয়া (ক্ষত)],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00084,iɲ dɔ bạptis-a,I will baptize.,আমি বাপ্তিস্ম দেওয়া করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,iɲ,,bạptis [v.; Religion; Baptize; বাপ্তিস্ম দেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00085,ona dɔ ba-ŋ ar kan-a,That is not other.,"ওটা অন্য, অপর নয়।",DEMO_NEG_ADJ,negative adjectival predicate,Report 5.1.14 adjectival negation,,,,"ar [adj. / pron.; Relation; Other; অন্য, অপর]",,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00086,nɔa dɔ oren dare dɔ ba-ŋ kan-a,This is not ash tree.,এটা অ্যাশ গাছ নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,oren dare [n.; Plant; ash tree; অ্যাশ গাছ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00087,alɔ-m ukhṛạu-a,Do not to be rooted up.,উপড়ে যাওয়া না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,ukhṛạu [v.; State; to be rooted up; উপড়ে যাওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00088,abo dɔ ba-bon geraṅ huruṅ-a,we will not to moan / to wail.,আমরা কাতরানো / আর্তনাদ করা করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,abo,,geraṅ huruṅ [v.; Action; to moan / to wail; কাতরানো / আর্তনাদ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00089,ona dɔ dhiṅkiạ dɔ ba-ŋ kan-a,That is not crack shot with bow & arrow.,ওটা তীরন্দাজ নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,dhiṅkiạ [n.; Skill; Crack shot with bow & arrow; তীরন্দাজ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00090,nɔa dɔ gahagạḍ kan-a,This is teeming.,এটা ভরপুর।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,gahagạḍ [adj.; State; Teeming; ভরপুর],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00091,mo̱ne̱ ḍaḍha minaʔ,There are/is five chattels.,পাঁচ চলাচল সম্পত্তি আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,ḍaḍha [n.; Object; Chattels; চলাচল সম্পত্তি],,,,,mo̱ne̱ [num.; Number; five; পাঁচ],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00092,uni dɔ jhạṛuk̕-len-a,he/she did to bound.,সে লাফিয়ে চলা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,uni,,jhạṛuk̕ [v.; Action; to bound; লাফিয়ে চলা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00093,abo dɔ chatna-re bajao kan-a,"we do knock, to tap in/at highest point.","আমরা সর্বোচ্চ বিন্দু-তে ঠকঠক করা, আঘাত করা।",PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,abo,,"bajao [v.; Action; Knock, to tap; ঠকঠক করা, আঘাত করা]",,,chatna [n.; Place; Highest point; সর্বোচ্চ বিন্দু],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00094,uni dɔ mo̱rmo̱r-to ba-e dõ̠ṛse̱c̕-a,he/she does not upset with marble.,সে মার্বেল উলটে দেওয়া না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,uni,mo̱rmo̱r [n.; Material; marble; মার্বেল],dõ̠ṛse̱c̕ [v.; Action; Upset; উলটে দেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00095,aka me,Please suspend.,"ঝুলিয়ে রাখা, স্থগিত করা।",IMPERATIVE,imperative,Report 5.1.8 imperative,,,"aka [v.; Action; Suspend; ঝুলিয়ে রাখা, স্থগিত করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00096,abo dɔ saekaṛa joṛao kan-a,we do to fabricate per cent.,আমরা শতকরা বানিয়ে বলা।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,abo,,joṛao [v.; Action; to fabricate; বানিয়ে বলা],,saekaṛa [adv.; Measurement; per cent; শতকরা],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00097,ona dɔ kiṛco̱t̕ ko̱rco̱t̕ kan-a,That is curly (as hair).,ওটা কোঁকড়ানো।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,kiṛco̱t̕ ko̱rco̱t̕ [adj.; Quality; curly (as hair); কোঁকড়ানো],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00098,am dɔ aotan-re ghoṅrao kan-a,you do to disintegrate in/at shelter.,"তুমি আশ্রয়, নিরাপদ স্থান-তে ভেঙে যাওয়া / খসে পড়া।",PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,am,,ghoṅrao [v.; Action; to disintegrate; ভেঙে যাওয়া / খসে পড়া],,,"aotan [n.; Place; Shelter; আশ্রয়, নিরাপদ স্থান]",,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00099,am dɔ cạukidar-i bạḍ-a,"you do multiply, to with watchman.",তুমি প্রহরী বৃদ্ধি করা।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,am,cạukidar [n.; Occupation; Watchman; প্রহরী],"bạḍ [v.; Quantity; Multiply, to; বৃদ্ধি করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00100,uni-aʔ mit't'e niṭ o̱kte̱ko minaʔ,he/she have one fixed seasons.,সে একটি নির্ধারিত ঋতু আছে।,POSS_EXIST,possessive/existential,Report 5.1.17 possessive existential,uni,niṭ o̱kte̱ko [n.; Time; fixed seasons; নির্ধারিত ঋতু],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-00101,nɔa dɔ hulmạl kan-a,This is mutiny.,এটা বিদ্রোহ।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,hulmạl [n.; Society; mutiny; বিদ্রোহ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
