gt_source,gt_id,gt_santali,gt_english,gt_bangla,gt_extra
Santali_dataset_parsed.csv,103,d̪ɛla lahasɛʲc̚ʔ sɛn kat̪ɛʔlaŋ ɲɛːla.,1st Friend: Let's look ahead.,১ম বন্ধু: চলো সামনে এগিয়ে দেখি।,
Santali_dataset_parsed.csv,104,"hɛ̃ː, iɲhɔ̃ oŋkan saɖeɲ aɲɟɔmɛd̪a.","2nd Friend: Yes, I am hearing the same sound as well.","২য় বন্ধু: হ্যাঁ, আমিও এরকম শব্দ শুনতে পাচ্ছি।",
Santali_dataset_parsed.csv,105,d̪ɛla sɛː cɛt̪̚ʔ ho͡i̯kana.,2nd Friend: Let's see what happened.,২য় বন্ধু: চলো দেখি কী হয়েছে।,
Santali_dataset_parsed.csv,106,d̪a.jakat̪ɛʔ gɔɽɔo̯͡ɘɲbɛn.,Injured person: Please help me.,আহত ব্যক্তি: দয়া করে আমাকে সাহায্য করুন।,
Santali_dataset_parsed.csv,107,mit̪̚ʔʈɛn loɽi d̪ɔ iɲɛ t̪ɛn oʈokad̪iɲa.,Injured person: A truck has run over me.,আহত ব্যক্তি: একটা ট্রাক আমাকে চাপা দিয়ে চলে গেছে।,
Santali_dataset_parsed.csv,108,d̪ɛla alaŋ d̪ɔ uni haspat̪allaŋ id̪i͡i̯.ja.,2nd Friend: Let's take him to the hospital.,২য় বন্ধু: চলো আমরা তাকে নিয়ে হাসপাতালে যাই।,
Santali_dataset_parsed.csv,109,haspat̪alɾe cala͡o̯lɛnkʰan a͡i̯ma lekan ɾan kiɾiɲ ho.jo.a.,"1st Friend: After going to the hospital, we will have to buy various medicines.",১ম বন্ধু: হাসপাতালে গেলে বিভিন্ন রকমের ওষুধ কিনতে হবে।,
Santali_dataset_parsed.csv,110,ɛnɖɛkʰan nit̪̚ʔ d̪ɔ cɛt̪̚ʔlaŋ ceka.ja?,2nd friend: So what do we do now?,২য় বন্ধু: তাহলে (আমরা) এখন কী করবো?,
Santali_dataset_parsed.csv,111,nit̪̚ʔgi oŋko̯͡aʔ gʰaɾɔɟ ɾɛ kʰɔbɔɾ kol ho.jo.a.,1st Friend: At this moment his family needs to be informed.,১ম বন্ধু: এক্ষুণি এঁর পরিবারের লোকজনকে খবর দিতে হবে।,
Santali_dataset_parsed.csv,112,ɔka kɘmiɾɛnaʔ oŋko hɛʲc̚ʔ kat̪ɛʔko kɘmi.ja.,1st Friend: They will come and do whatever needs to be done.,১ম বন্ধু: যা করার তারা এসে করবে।,
Santali_dataset_parsed.csv,113,amaʔ ɟaŋgakʰɔn a͡ima ma.jam ɟɔɾɔʔkana.,1st friend: Your leg is bleeding a lot.,১ম বন্ধু: আপনার পা থেকে অনেক রক্ত বের হচ্ছে।,
Santali_dataset_parsed.csv,114,ɘɖi usɘɾa ɾaːnɛ ɟɘɾuɽa.,1st Friend: You need urgent treatment.,১ম বন্ধু: দ্রুত চিকিৎসা দরকার।,
Santali_dataset_parsed.csv,115,inɘ t̪a.jɔm pulis baɖa͡i̯ ocoko hojo.a.,2nd friend: Then you have to inform the police.,২য় বন্ধু: তারপর পুলিশকে জানাতে হবে।,
Santali_dataset_parsed.csv,116,oŋkoge ona loɾi gɘɖiko send̪ɾa oɖoka.,2nd Friend: They will find the truck.,২য় বন্ধু: তারা ট্রাকটিকে খুঁজে বের করবে।,
Santali_dataset_parsed.csv,117,ɔnako ɾan kiɾiɲ lɘgit̪̚ʔ t̪inɘʔ ʈaka ɟɘɾuɽa unɘʔ d̪ɔ iɲʈʰɛʲc̚ʔ bɘnu.a.,1st Friend: I don't have enough money to buy them.,"১ম বন্ধু: সেগুলো কিনতে যে পরিমাণ টাকা দরকার, তা আমার কাছে নেই।",
Santali_dataset_parsed.csv,118,gɔgɔo͡aʔ d̪ulɘɽ ɟɔt̪ɔn tege gid̪ɾɘd̪ɔko haɾa buɾuʔkana.,2. Children grow well under mother's nurturing and care.,২। মায়ের আদর ও যত্নে শিশুরা বেড়ে উঠে।,
Santali_dataset_parsed.csv,119,iɲd̪ɔ iɲ gɔgɔʈhɛnkʰɔn kat̪ʰa ɾɔɽiɲ cet̪̚ʔked̪a.,3. I learned speaking/ language from my mother.,৩। আমি আমার মায়ের কাছ থেকে কথা বলা শিখেছি।,
Santali_dataset_parsed.csv,120,kɘʈiʲc̚ʔɾɛ iɲd̪ɔ ɾu͡ɘlɛna aɾ iɲ gɔgɔd̪ɔ ɘɖi aʈɛ hɔmɔɾ halaŋ led̪a.,"5. I got sick once in my childhood, and my mother cried a lot.","৫। শিশুকালে আমার একবার অসুখ হয়েছিল, তখন আমার মা অনেক কান্নাকাটি করেছিলেন।",
Santali_dataset_parsed.csv,121,gɔgɔʈhɛn kʰɔniɲ cet̪̚ʔked̪a lɘʈuko manɔt̪̚ʔ ɛmɔʔ aɾ kɘʈiʲc̚ʔku d̪ulɘɽko.,6. From my mother I have learned to respect the elders and love the youngers.,৬। মায়ের কাছ থেকে আমি বড়দের সম্মান করা এবং ছোটদের স্নেহ করা শিখেছি।,
Santali_dataset_parsed.csv,122,gɔgɔd̪ɔɲ d̪ulɘɽd̪ekantɛ̆hɛkana aɾ bɔt̪ɔɾ hɔɲ bɔt̪ɔɾa͡i̯kant̪ahɛ̃kana.,8. I loved my mother and feared her too.,৮। মাকে ভালোবাসতাম এবং ভয়ও করতাম।,
Santali_dataset_parsed.csv,123,gɔgɔo̯͡aʔ ut̪u d̪aka ɘɖi sebelge t̪ahɛ̃kana.,9. Mother's cooking was very tasty/ delicious.,৯। মায়ের হাতের রান্না অনেক সুস্বাদু ছিল।,
Santali_dataset_parsed.csv,124,sanam sɔmaɟɾɛge gɔgɔ sã͡ot̪ɛ mɔ̃ɟ bɛbɔ̆haɾ ɾenaʔ kat̪ʰa mɛːnakana.,10. All societies are told to treat mothers well.,১০। সব সমাজেই মায়ের সাথে ভালো ব্যবহার করার কথা বলা হয়েছে।,
Santali_dataset_parsed.csv,125,bɔ.jɔs ho͡i̯lɛnkʰan gɔgɔ̯͡aʔ ɟɔt̪ɔn hat̪a͡od̪ɔ abo̯͡aʔ d̪a.jik̚kana.,11. It is our responsibility to take care of our mother when she is old.,১১। বয়স হয়ে গেলে মায়ের যত্ন নেওয়া আমাদের দায়িত্ব।,
Santali_dataset_parsed.csv,126,d̪ʰɘɾt̪iɾɛ gɔgɔgi gid̪̚ɾɘɾɛn ɟɔt̪ɔkʰɔn lɘʈu asɾa͡i̯.,1. A child's greatest shelter in the world is its mother.,১। পৃথিবীতে শিশুর সবচেয়ে বড় আশ্রয় তার মা।,
Santali_dataset_parsed.csv,127,"gɔgɔd̪ɔ ɘɖi aʈɛː haɾɔnakana, mɛnkʰan ɔna haɾɔn d̪ɔ ba͡i̯ buɟʰhɘ͡o̯ oco͡akanna","4. Mother used to bear a lot, but she did not let us understand that pain.","৪। মা অনেক কষ্ট করতেন, কিন্তু তিনি সেই কষ্ট বুঝতে দিতেন না।",
Santali_dataset_parsed.csv,128,"gɔgɔd̪ɔ ɘɖiː d̪ulɘɽkan tahɛna, mɛnkʰan ɔlɔʔ paɽha͡o̯ bam d̪aɽɛlɛnkʰan sasa͡o̯ɛt̪̚ʔlɛ t̪ɛhɛna͡i̯","7. Mother loved me a lot, but if I didn't study, she'd also set boundaries on me.","৭। মা অনেক আদর করতেন, কিন্তু পড়ালেখা না করলে শাসনও করতেন।",
Santali_dataset_parsed.csv,129,"ɔko͡i̯ casɔʔ hɔɽ ɟɘsti kʰaʈaʔa, unijaʔ pʰɔsɔld̪ɔ bʰagege hojo.a.",6. A farmer who works hard gets good crops.,"৬। যে কৃষক বেশি পরিশ্রম করে, তার ফসল ভালো হয়।",
Santali_dataset_parsed.csv,130,baŋlad̪isɘm ɾenaʔ hasa d̪ɔ cas abad̪̚ lɘgit̪̚ʔ ɘɖi bʰage.ja.,7. The soil of Bangladesh is good for cultivation/ agriculture.,৭। বাংলাদেশের মাটি চাষাবাদের জন্য ভালো।,
Santali_dataset_parsed.csv,131,ɔnat̪ɛ casɔʔ hɔɽd̪ɔ hoɽo ɘkʰɾiɲ kat̪ɛʔ bako labʰ d̪aɽɛ.jaʔkana.,10. This is why the farmers are not able to get good profits by selling paddy.,১০। তাই ধান বিক্রি করে কৃষক লাভবান হতে পারছে না।,
Santali_dataset_parsed.csv,132,a͡i̯makod̪ɔ gɘ͡i̯ ɖaŋɾa mihu mɛɾɔmko ɘsulɛt̪̚ʔko͡a̯.,11. Many farmers keep cows and goats.,১১। অনেকে গরু-ছাগল পালন করেন।,
Santali_dataset_parsed.csv,133,noko ɘsul ɟano̯͡aɾ kʰɔʲc̚ʔ t̪o͡a aɾ ɟelbon ɲaːmɛt̯̚ʔkana.,12. Meat and milk are obtained from them.,১২। এদের কাছ থেকে মাংস ও দুধ পাওয়া যায়।,
Santali_dataset_parsed.csv,134,gɘ͡i̯ ɖaŋɾa ɘkʰɾiɲkat̪ɛʔ a͡i̯ma ʈakahɔ̃ ɲamɔ.a.,13. A lot of money is also earned by selling cows and goats.,১৩। গোরু-ছাগল বিক্রি করে অনেক টাকাও পাওয়া যায়।,
Santali_dataset_parsed.csv,135,casɔʔkanko d̪ɔ baɽgiɾɛku abad̪ɔ.a.,1. Farmer cultivates the land.,১। কৃষক জমিতে ফসল ফলায়/ চাষাবাদ করে।,
Santali_dataset_parsed.csv,136,mimit̪̚ʔ nakʰa ɾe.jaʔ hasa mimit̪̚ʔ lɛkant̪ɛ abat̪̚ mit̪̚ʔlɛka baŋ hojo.a.,"2. The soil of each region is different, so not all regions grow the same crop/ paddy.","২। একেক অঞ্চলের মাটি একেক রকম, তাই সব অঞ্চলে একরকম ফসল হয় না।",
Santali_dataset_parsed.csv,137,ɟud̪ɘ ɟud̪ɘ abad̪ ɔk̚t̪ɛ i.jɘt̪ɛ a͡i̯ma lekan abad̪ hojo.a.,3. Different crops/paddy are grown in different seasons/ times.,৩। ভিন্ন ভিন্ন ঋতুতে/ সময়ে বিভিন্ন রকম ফসল হয়।,
Santali_dataset_parsed.csv,138,abad̪ɔʔ ɛt̪ɔhɔp̚ʔɾɛ baɽge sap̚ɽa͡o̯ kat̪ɛ it̪ɘ apʰɔɾ hojo.a.,"4. Farming involves preparing the land in the beginning, then sowing the seeds there.","৪। কৃষিকাজের জন্য শুরুতে জমি প্রস্তুত করতে হয়, এরপর সেখানে বীজ বপন করতে হয়।",
Santali_dataset_parsed.csv,139,"bʰage abad̪ lɘgit̪̚ʔ ɟa͡o̯gi sit̪uŋ, d̪aʔ, aɾ sahaɾ ɟɘɾuɽa.","5. Good crops require regular sunlight, water and fertilizer.","৫। ভালো ফসলের জন্য নিয়মিত সূর্যের আলো, পানি ও সার দরকার হয়।",
Santali_dataset_parsed.csv,140,gaɖaɾe.jaʔ d̪aʔ baɽgiɾɛ abat̪ lɘgit̪̚ʔ bɛbɔ̆haɾɔʔa.,8. River water is used for irrigation of fields.,৮। নদীর পানি ক্ষেতের সেচের জন্য ব্যবহার করা হয়।,
Santali_dataset_parsed.csv,141,cas abat̪ kʰɔɾɔc̚ ɟɘst̪iʔkant̪ɛ hoɽo abat̪ muskil hojoʔkana.,9. Paddy cultivation has become difficult due to the rising cost of cultivation.,৯। চাষের খরচ বাড়ার কারণে ধান চাষ এখন কঠিন হয়ে যাচ্ছে।,
Santali_dataset_parsed.csv,142,"ɟohaɾ, iɲaʔ ɲit̪um d̪ɔ abu.","Visitant: [Greetings], my name is Abu.","আগন্তুক: [নমস্কার], আমার নাম আবু।",
Santali_dataset_parsed.csv,143,"ɟohaɾ, aʔ ɲit̪um d̪ɔ alpʰɾeʈ.","Local Person: [greetings], my name is [Own name].","স্থানীয় ব্যক্তি: [নমস্কার], আমার নাম [নিজ নাম]।",
Santali_dataset_parsed.csv,144,amd̪ɔ okakʰɔnɛm hɛʲc̚ʔakana?,Local person: Where are you from?,স্থানীয় ব্যক্তি: আপনি কোথা থেকে এসেছেন?,
Santali_dataset_parsed.csv,145,amd̪ɔ cɛt̪̚ʔ nɔnɖɛniʲc̚ʔ kanam?,Visitant: Are you the person/ people from here?,আগন্তুক: আপনি কি এখানকার?,
Santali_dataset_parsed.csv,146,"hɛ̃, iɲaʔ ɔɽaʔ d̪ɔ soɾɾege.","Local Person: Yes, my house is nearby.","স্থানীয় ব্যক্তি: হ্যাঁ, আমার বাড়ি কাছেই।",
Santali_dataset_parsed.csv,147,"hanɛː iskul ɲɛlɔʔkan, ɔna aɽɛɾɛge iɲaʔ ɔɽaʔd̪ɔ.","Local Person : The school that can be seen in front, my home is next to it.","স্থানীয় ব্যক্তি: ওই যে সামনে স্কুলটা দেখা যাচ্ছে, তার পাশেই আমার বাড়ি।",
Santali_dataset_parsed.csv,148,"amd̪ɔ iskul maʈʰɾɛ kʰilɘʈɛm ɲɛl d̪aɽe.jaʔa, aɾ gaɖa aɽet̪ɛhɔm d̪ãɽa d̪aɽe.jaʔa.","Local Person: You may watch the kids playing sports at the school grounds, wander along the riverside.","স্থানীয় ব্যক্তি: আপনি স্কুলের মাঠে খেলা দেখতে পারবেন, নদীর পাড়েও বেড়াতে পারবেন।",
Santali_dataset_parsed.csv,149,"hɛ̃, amd̪ɔ ʈʰik̚gem mɛnakad̪a.","Local Person: Yes, you are right.","স্থানীয় ব্যক্তি: হ্যাঁ, আপনি ঠিক বলেছেন।",
Santali_dataset_parsed.csv,150,napa͡i̯ge t̪ahɛnmɛ.,Local Person: Be well.,স্থানীয় ব্যক্তি: ভালো থাকবেন।,
Santali_dataset_parsed.csv,151,amaʔ ɲit̪um d̪ɔ cɛt̪̚ʔ d̪ad̪aː?,Visitant: What is your name [brother/ sister]?,আগন্তুক: আপনার নাম কী [দাদা]/ [দিদি]?,
Santali_dataset_parsed.csv,152,iɲd̪ɔ am bɘɲ oɾomɛt̪̚ʔmẽ̯͡a.,Local Person: I don't recognize you.,স্থানীয় ব্যক্তি: আপনাকে আমি চিনতে পারছি না।,
Santali_dataset_parsed.csv,153,iɲd̪ɔ ɖʰaka kʰɔn nɔnɖɛ nuk̚ɾi͡i̯ lɘgit̪̚ʔiɲ hɛʲc̚ʔakana.,Visitant: I have come here from Dhaka for my job.,আগন্তুক: আমি এখানে ঢাকা থেকে চাকরি করতে এসেছি।,
Santali_dataset_parsed.csv,154,apɛ nakʰa d̪ɔ iɲ ɘɖi napa.jiɲ ɘ͡i̯kɘ͡o̯ɛd̪a.,Visitant: I like your area.,আগন্তুক: আপনাদের এলাকাটি আমার ভালো লেগেছে।,
Santali_dataset_parsed.csv,155,"hɛ̃, alɛ nakʰa d̪ɔ ɘɖige mɔ̃ːɟa.","Local Person: Yes, our area is very beautiful.","স্থানীয় ব্যক্তি: হ্যাঁ, আমাদের এলাকাটি অনেক সুন্দর।",
Santali_dataset_parsed.csv,156,ɘ.jup̚ʔbɛla d̪ãɽãbaɽa͡i̯ lɘgit̪̚ʔ ɔka ɔka ɟagaɲ cala͡o̯ d̪aɽekɔ.a?,Visitant: Where can I go for an afternoon walk?,আগন্তক: বিকেলে বেড়ানোর/ ঘোরাঘুরির জন্য এখানে কোথায় কোথায় যেতে পারি?,
Santali_dataset_parsed.csv,157,iɲdɔ bɘɲ gat̪e daɽeʔɾɛhɔ̃ gat̪e ɲɛld̪ɔ ɘɖi napa..jiɲ ɘ͡i̯kɘo̯a.,"Visitant: Even though I don't play well, I enjoy watching others play sports.",আগন্তুক: আমি ভালো খেলতে না পারলেও আমার খেলা দেখতে ভালো লাগে।,
Santali_dataset_parsed.csv,158,"kɾikeʈ, pʰuʈbɔl aɾ haɖuɖu kʰilɘʈkuɲ kusi.jaʔa.","Visitant: I like Cricket, Football and Kabadi.","আগন্তুক: ক্রিকেট, ফুটবল ও হাডুডু আমি পছন্দ করি।",
Santali_dataset_parsed.csv,159,iɲd̪ɔ iskulɾɛ paɽhaʔ ɔkt̪ɛ pʰuʈbɔliɲ kʰilɘʈɔʔkant̪ahɛ̃na.,Local Person: I used to play football when I was in school.,স্থানীয় ব্যক্তি: আমি স্কুলে পড়ার সময় ফুটবল খেলতাম।,
Santali_dataset_parsed.csv,160,nɛt̪aɾ d̪ɔ kʰilɘʈɔʔ ɾe.jaʔ ɘd̪̚ ɔp̚sɔɾ bɘnuʔt̪iɲa.,Local Person: But now I don't have time to play sports.,স্থানীয় ব্যক্তি: এখন খেলাধুলা করার সময় পাই না।,
Santali_dataset_parsed.csv,161,iɲɾɛn gid̪ɾɛ d̪inɘmko kʰilɘʈɔʔa.,Local Person: My kids play daily.,স্থানীয় ব্যক্তি: আমার বাচ্চারা প্রতিদিন খেলাধুলা করে।,
Santali_dataset_parsed.csv,162,kʰilɘʈ d̪ɔ gid̪ɾɘko͡aʔ hɔɽmɔ lɘgit̪̚ʔ bʰage.ja.,Visitant: Sports are good for children's physical health.,আগন্তুক: খেলাধুলা বাচ্চাদের শরীরের জন্য ভালো।,
Santali_dataset_parsed.csv,163,mɛnkʰan nagɾahaɾɛn gid̪ɘɾpid̪ɘɾko lɘgit̪̚ʔ d̪ɔ kʰilɘʈ̚ ʈʰɘ̃͡i̯ bɘnu.a.,"Visitant: But, there is no playground for children in the city.","আগন্তুক: কিন্তু, শহরের বাচ্চাদের খেলাধুলার জন্য মাঠ নেই।",
Santali_dataset_parsed.csv,164,mɛnkʰan ɔna t̪ulɘɟokʰat̪ɛ at̪oɾɛn gid̪ɘɾpid̪ɘɾ d̪ɔ ko bʰɘgange.ja.,Visitant: Village kids are lucky compared to that.,আগন্তুক: সে তুলনায় গ্রামের বাচ্চারা ভাগ্যবান।,
Santali_dataset_parsed.csv,165,amsã͡o̯ galmaɾa͡o̯ kat̪ɛ ɘɖi napa.jiɲ ɘikɘ͡o̯ked̪a.,Local Person: Felt Nice to talk to you.,স্থানীয় ব্যক্তি: আপনার সাথে কথা বলে ভালো লাগলো।,
Santali_dataset_parsed.csv,166,iɲhɔ̃ ɘɖi napa.jiɲ ɘ͡i̯kɘ͡o̯ked̪a.,Visitant: I liked it too.,আগন্তক: আমারও ভালো লাগলো।,
Santali_dataset_parsed.csv,167,"gɔː, baɟaɾ kʰɔn cɛt̪̚ʔ cɛt̪̚ʔ ɘgu͡i̯ hojo.a?","Son: Mom, what needs to be brought from the market?","ছেলে: মা, বাজার থেকে কী কী আনতে হবে?",
Santali_dataset_parsed.csv,168,"d̪aka ɔɽaʔɾɛ sɛn kat̪ɛʲc̚ʔ ɲɛlmɛ ɘlu, ʈamaʈol, gaɟɔɾ, bɛŋgaɽ, sunum, pi.jãɟ, buluŋ t̪inɘʔgan mena.a.","Mother: Go to the kitchen and see how much potato, tomato, carrot, brinjal, oil, onion, salt is left.","মা: রান্নাঘরে গিয়ে দেখো আলু, টমেটো, গাজর, বেগুন, তেল, পেয়াজ, লবণ কী পরিমাণে আছে।",
